category_id,category
C02348,Butylene Glycols
C02349,Mesylates
C02350,Phenylammonium Compounds
C02351,Calcimimetic Agents
C02352,Calcium-sensing Receptor Agonist
C02353,Increased Calcium-sensing Receptor Sensitivity
C02354,"Colitis, Ulcerative"
C02355,Inflammatory Bowel Diseases
C02356,Bethanechol Compounds
C02357,Increased Prothrombin Activity
C02358,Reversed Anticoagulation Activity
C02359,Warfarin Reversal Agent
C02360,Antiadrenal Preparations
C02361,Anticorticosteroids
C02362,Cytochrome P-450 CYP2A6 Inhibitors (moderate)
C02363,Ethyl Ethers
C02364,MATE 1 Substrates with a Narrow Therapeutic Index
C02365,MATE 2 Substrates with a Narrow Therapeutic Index
C02366,"Adjuvants, Pharmaceutic"
C02367,Pharmaceutic Aids
C02368,Preparations Increasing Uric Acid Excretion
C02369,Preparations With No Effect on Uric Acid Metabolism
C02370,Cresols
C02371,Genitourinary Smooth Muscle Relaxants
C02372,Monoamine Oxidase B Inhibitors
C02373,Fibric Acid Derivatives
C02374,Peroxisome Proliferator Receptor alpha Agonist
C02375,Peroxisome Proliferator-activated Receptor alpha Agonists
C02376,N-methyl-D-aspartate Receptor Antagonist
C02377,Cytochrome P-450 CYP1A2 Inducers (moderate)
C02378,Cytochrome P-450 CYP2A6 Inducers (moderate)
C02379,Cytochrome P-450 CYP2B6 Inducers (moderate)
C02380,Cytochrome P-450 CYP2C19 Inducers (strong)
C02381,Rifamycin Antibacterial
C02382,UGT1A9 Inducers
C02383,Chloride Channel Agonists
C02384,Dihydroergotoxine
C02385,COX-1 Inhibitors
C02386,Aminocoumarins
C02387,Antitrematodals
C02388,Quinoline Derivatives and Related Substances
C02389,"Melatonin, agonists"
C02390,Arabinonucleotides
C02391,"DNA (Cytosine-5-)-Methyltransferases, antagonists & inhibitors"
C02392,Non-Selective Calcium Channel Blockers
C02393,First Generation Antihistamines
C02394,Heptanoic Acids
C02395,Lanatosides
C02396,Serotonin 4 Receptor Agonists
C02397,Serotonin-4 Receptor Agonist
C02398,Streptomycins
C02399,Intestinal Lipase Inhibitor
C02400,Lipase Inhibitors
C02401,Peripherally Acting Antiobesity Products
C02402,Benzylamine Antifungal
C02403,Benzylamines
C02404,Strophanthins
C02405,Strophanthus Glycosides
C02406,Cryoprotective Agents
C02407,Flavanones
C02408,Flavonoids
C02409,Hydroxyquinolines
C02410,Nitroquinolines
C02411,Schistosomicides
C02412,Dihydroorotate dehydrogenase (DHODH) inhibitors
C02413,Fluorobenzenes
C02414,Nucleoside Analog Antifungal
C02415,Diphenylbutylpiperidine Derivatives
C02416,"Norepinephrine, Serotonin, and Dopamine Reuptake Inhibitor Anorectic"
C02417,Piperidinedione Derivatives
C02418,Oxidative Phosphorylation Coupling Factors
C02419,Heparin Group
C02420,Heparins or Heparinoids for Topical Use
C02421,"Vaginal Creams, Foams, and Jellies"
C02422,Polymyxin-class Antibacterial
C02423,Papaverine and Derivatives
C02424,Sulfonium Derivatives
C02425,Hypoglycemia-Treating Agents
C02426,Thiazide Derivatives
C02427,Benzylammonium Compounds
C02428,Tests for Diabetes
C02429,Azasteroids
C02430,"Phospholipases A, antagonists & inhibitors"
C02431,Adrenergic beta2-Antagonists
C02432,Free Radical Scavenging Activity
C02433,Penicillinase-resistant Penicillins
C02434,Flavones
C02435,Aminoketone Antidepressants
C02436,Dopamine And Norepinephrine Reuptake Inhibitors
C02437,Increased Dopamine Activity
C02438,Increased Norepinephrine Activity
C02439,"Acids, Aldehydic"
C02440,Uronic Acids
C02441,Bretylium Compounds
C02442,Angiography
C02443,Prostaglandins F
C02444,Acidifying Agents
C02445,Calcium Compounds
C02446,Methylhydrazines
C02447,Arsenicals
C02448,Guanidine Derivatives and Diuretics
C02449,Monoamine Oxidase A Inhibitors
C02450,"Ethers, Chemically Close to Antihistamines"
C02451,Cytochrome P-450 CYP2E1 Inducers (weak)
C02452,UGT2B7 inducers
C02453,Propiophenones
C02454,Peripheral Opioid Receptor Antagonists
C02455,Prokinetic Agents
C02456,Androstenediols
C02457,Ergot-derived Dopamine Receptor Agonist
C02458,"Hydrocarbons, Iodinated"
C02459,Iodobenzenes
C02460,Decreased DNA Replication
C02461,Decreased RNA Replication
C02462,Hydroxypyridones
C02463,Lincomycins
C02464,Lincosamide Antibacterial
C02465,Lincosamides
C02466,Neuromuscular Blockade
C02467,Sleep Initiation and Maintenance Disorders
C02468,Curare Alkaloids
C02469,Anthraquinones
C02470,Benzodiazepine Antagonist
C02471,"Thromboxane-A Synthase, antagonists & inhibitors"
C02472,Bunolol
C02473,Other Macrolides
C02474,Dantrolene and Derivatives
C02475,Decreased Striated Muscle Contraction
C02476,Decreased Striated Muscle Tone
C02477,Direct-acting Skeletal Muscle Relaxants
C02478,"Anesthetics, Dissociative"
C02479,Excitatory Amino Acid Agonists
C02480,"N-Methylaspartate, agonists"
C02481,"N-Methylaspartate, antagonists & inhibitors"
C02482,Dibenzothiazepines
C02483,Thiazepines
C02484,Cyclodecanes
C02485,Microtubule Inhibitors
C02486,Taxane Derivatives
C02487,Taxoids
C02488,Dopa and Dopa Derivatives
C02489,"Levodopa, antagonists & inhibitors"
C02490,Aripiprazole and prodrugs
C02491,UGT1A3 Inhibitors
C02492,"Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media"
C02493,Pleuromutilin Antibacterial
C02494,Complement C5 inhibitors
C02495,Complement Inactivating Agents
C02496,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors
C02497,DPP-IV Inhibitors
C02498,Incretins
C02499,Sulfatases
C02500,Glycogen Storage Disease Type II
C02501,Hydrolytic Lysosomal Glycogen-specific Enzyme
C02502,Partial Cholinergic Nicotinic Agonist
C02503,Partial Cholinergic Nicotinic Agonists
C02504,Hydrazinophthalazine Derivatives
C02505,Hydrazinophthalazine Derivatives and Diuretics
C02506,Phthalazines
C02507,Bodily Secretions
C02508,GLP-1 Agonists
C02509,Glucagon-Like Peptide 1
C02510,Glucagon-like peptide-1 (GLP-1) analogues
C02511,Incretin Mimetics
C02512,Human Insulin-like Growth Factor Analogs
C02513,Insulin-like growth factor
C02514,Recombinant Human Insulin-like Growth Factor-1
C02515,Somatomedins
C02516,Amylin Agonists
C02517,Amylin Analog
C02518,Amyloid
C02519,Amyloidogenic Proteins
C02520,Arylsulfatases
C02521,Chondroitinases and Chondroitin Lyases
C02522,Chondroitinsulfatases
C02523,CD80-directed Antibody Interactions
C02524,CD86-directed Antibody Interactions
C02525,Decreased Cytokine Activity
C02526,Immune Checkpoint Inhibitors
C02527,Selective T Cell Costimulation Modulator
C02528,Drug Delivery Systems
C02529,Adrenocortical Insufficiency
C02530,Adrenocorticotropic Hormone
C02531,Melanocortins
C02532,Pro-Opiomelanocortin
C02533,Metaproterenol
C02534,Antacids and Adsorbents
C02535,Bismuth containing drugs
C02536,"Elements, Radioactive"
C02537,Helicobacter Infections
C02538,Isotopes
C02539,"Metals, Heavy"
C02540,Radioisotopes
C02541,Acetanilides
C02542,Angiosperms
C02543,Clusiaceae
C02544,Embryophyta
C02545,Eukaryota
C02546,Rosanae
C02547,Streptophyta
C02548,Tracheophyta
C02549,Viridiplantae
C02550,Cation Exchange Resins
C02551,Ion Exchange Resins
C02552,Plastics
C02553,Potassium Binder
C02554,Potassium Ion Exchange Activity
C02555,Potassium-removing Agents
C02556,Styrene
C02557,Styrenes
C02558,Increased Large Intestinal Motility
C02559,Inhibition Large Intestine Fluid/Electrolyte Absorption
C02560,Lithium Compounds
C02561,Ethinyl Estradiol
C02562,Cycadopsida
C02563,"Drugs, Chinese Herbal"
C02564,Ephedra
C02565,Gnetophyta
C02566,Streptogramin Antibacterial
C02567,Streptogramins
C02568,Aluminum and magnesium containing antacids
C02569,Antacids
C02570,"Metals, Light"
C02571,"Metals, Alkaline Earth"
C02572,Calculi Dissolution Agent
C02573,Inhibition Small Intestine Fluid/Electrolyte Absorption
C02574,Magnesium Ion Exchange Activity
C02575,"Polyvalent cation containing laxatives, antacids, oral supplements"
C02576,Blood Circulation
C02577,Ginkgolides
C02578,Bicarbonates
C02579,"Carbon Compounds, Inorganic"
C02580,Carbonates
C02581,Carbonic Acid
C02582,Salt Solutions
C02583,Sodium Compounds
C02584,Urinary Alkalinisers
C02585,Araliaceae
C02586,Ginseng & Ginseng Extracts
C02587,Antigonadotropins and Similar Agents
C02588,Fourth-Generation Cephalosporins
C02589,Cefpodoxime
C02590,Ajmaline and derivatives
C02591,Cosmetics
C02592,Sunscreen Agents
C02593,Polystyrenes
C02594,Decreased Central Nervous System Organized Electrical Activity
C02595,Hydroxybutyrates
C02596,"N,N-Dimethyltryptamine"
C02597,Illicit Drugs
C02598,Street Drugs
C02599,"Heroin, agonists"
C02600,Insect Repellents
C02601,Aldehydes
C02602,Carbon Radioisotopes
C02603,Designer Drugs
C02604,Intestinal Adsorbents
C02605,Amphetamine Anorectic
C02606,Iodoproteins
C02607,Bile Acid Preparations
C02608,Bile acids and derivatives
C02609,Bile Acids and Salts
C02610,Bile Therapy
C02611,Cholagogues and Choleretics
C02612,Cholanes
C02613,Cholelitholytic Agents
C02614,Cholic Acids
C02615,Antianemia Drugs
C02616,Trace Elements
C02617,Transition Elements
C02618,Zinc Compounds
C02619,Cyclopropanes
C02620,Dipeptidase Inhibitors
C02621,Renal Dehydropeptidase Inhibitor
C02622,Prostaglandin Antagonists
C02623,Organic Anion Transporting Polypeptide 1B1 Inhibitors
C02624,Nitrites
C02625,Nitrates
C02626,Histamine H1 Inverse Agonists
C02627,MAO Inhibitors and Diuretics
C02628,Pentosephosphates
C02629,Sugar Phosphates
C02630,Enemas
C02631,Methylglycosides
C02632,Deoxyribonucleotides
C02633,Thymine Nucleotides
C02634,Isoflavones
C02635,Phytoestrogens
C02636,Thioesters of coenzyme A
C02637,Phosphodiesterase 4 Inhibitors
C02638,Benzoquinones
C02639,Streptogramin Group A
C02640,Mercuribenzoates
C02641,Phenylmercury Compounds
C02642,"Chymotrypsin, antagonists & inhibitors"
C02643,"Nitric Oxide Synthase, antagonists & inhibitors"
C02644,Sulfhydryl Reagents
C02645,Capillary Stabilizing Agents
C02646,Flavonols
C02647,Cetrimonium Compounds
C02648,Medicated Shampoos
C02649,Citrates
C02650,Bicyclic Monoterpenes
C02651,Bornanes
C02652,Monoterpenes
C02653,Mycotoxins
C02654,Ketone Bodies
C02655,Trioses
C02656,Triose Sugar Alcohols
C02657,"Nucleotides, Cyclic"
C02658,Oligonucleotides
C02659,Polynucleotides
C02660,Quinolinic Acids
C02661,"beta-Glucosidase, antagonists & inhibitors"
C02662,"Glucosylceramidase, antagonists & inhibitors"
C02663,Pharmaceutical Vehicles
C02664,"Myo-Inositol-1-Phosphate Synthase, antagonists & inhibitors"
C02665,Formamides
C02666,Formates
C02667,Bacteriochlorophylls
C02668,"Photoreceptors, Microbial"
C02669,Nucleoside Diphosphate Sugars
C02670,Uracil Nucleotides
C02671,Uridine Diphosphate
C02672,Uridine Diphosphate Sugars
C02673,Galactosides
C02674,Thiogalactosides
C02675,Guanine Nucleotides
C02676,Guanosine Triphosphate
C02677,Thionucleotides
C02678,Cinnamates
C02679,Glucose
C02680,"Putrescine, analogs & derivatives"
C02681,Xanthurenates
C02682,"Protein Kinase C, antagonists & inhibitors"
C02683,Ligands
C02684,Maleates
C02685,"Glycogen Synthase Kinase 3, antagonists & inhibitors"
C02686,Acrylates
C02687,"Coenzyme A, biosynthesis"
C02688,"Aldehyde Reductase, antagonists & inhibitors"
C02689,Palmitic Acids
C02690,Luminescent Measurements
C02691,"Transaminases, antagonists & inhibitors"
C02692,"Prostaglandin D2, antagonists & inhibitors"
C02693,Prostaglandins D
C02694,Cellulose
C02695,"Epilepsy, drug therapy"
C02696,N-substituted Glycines
C02697,"Cyclin-Dependent Kinases, antagonists & inhibitors"
C02698,Cytokinins
C02699,Detergents
C02700,Glycodeoxycholic Acid
C02701,Chlorophyll
C02702,Butanols
C02703,Vanadates
C02704,Phenanthridines
C02705,Thallium
C02706,"Oils, Volatile"
C02707,"Preservatives, Pharmaceutical"
C02708,"Purine-Nucleoside Phosphorylase, antagonists & inhibitors"
C02709,Thiourea
C02710,Matrix Metalloproteinase Inhibitors
C02711,"Porphobilinogen Synthase, antagonists & inhibitors"
C02712,Phospholipid Ethers
C02713,"Platelet Activating Factor, antagonists & inhibitors"
C02714,"Protein O-Methyltransferase, antagonists & inhibitors"
C02715,"Steryl-Sulfatase, antagonists & inhibitors"
C02716,"17-Hydroxysteroid Dehydrogenases, antagonists & inhibitors"
C02717,Pentacyclic Triterpenes
C02718,Triterpenes
C02719,"Pancreatic Elastase, antagonists & inhibitors"
C02720,Organoselenium Compounds
C02721,"Receptors, AMPA, antagonists & inhibitors"
C02722,Cariostatic Agents
C02723,Fluorine Compounds
C02724,Toothpastes
C02725,4-Aminobenzoic Acid
C02726,Emollients and Protectives
C02727,Protectives Against UV-Radiation
C02728,Protectives Against UV-Radiation for Topical Use
C02729,Phosphate salts
C02730,Aldose Reductase Inhibitors
C02731,"Antigens, Neoplasm"
C02732,Biomarkers
C02733,"Biomarkers, Tumor"
C02734,Epitopes
C02735,Polyphosphates
C02736,Cysteine Proteinase Inhibitors
C02737,"Hexokinase, antagonists & inhibitors"
C02738,"Aspartate Aminotransferases, antagonists & inhibitors"
C02739,Haptens
C02740,"Glycoside Hydrolases, antagonists & inhibitors"
C02741,Pentoses
C02742,Deoxyguanosine
C02743,Cyclic AMP
C02744,Histone deacetylase (HDAC) inhibitors
C02745,"N-Glycosyl Hydrolases, antagonists & inhibitors"
C02746,Adipates
C02747,Equipment and Supplies
C02748,Surgical Equipment
C02749,Surgical Fixation Devices
C02750,Tissue Adhesives
C02751,"Carnitine O-Palmitoyltransferase, antagonists & inhibitors"
C02752,Porifera
C02753,Luminescent Proteins
C02754,Affinity Labels
C02755,Photoaffinity Labels
C02756,Vasopressin Receptor Agonist
C02757,"Phosphatidylinositol 3-Kinases, antagonists & inhibitors"
C02758,Glucosephosphates
C02759,Hexosephosphates
C02760,OATP1B1/SLCO1B1 Inducers
C02761,Carbodiimides
C02762,Cholestadienes
C02763,Cholestadienols
C02764,Other Miscellaneous Antibacterial Agents
C02765,Steroid Antibacterials
C02766,Polyphenols
C02767,Pyrimidine Analog
C02768,"Alcohol Dehydrogenase, antagonists & inhibitors"
C02769,"Muramidase, antagonists & inhibitors"
C02770,Umbelliferones
C02771,Dietary Sugars
C02772,Nutritive Sweeteners
C02773,Metalloporphyrins
C02774,"Cathepsin B, antagonists & inhibitors"
C02775,Cathepsin Inhibitors
C02776,"Phosphoprotein Phosphatases, antagonists & inhibitors"
C02777,Thioinosine
C02778,5-Androstanon (3) Derivatives
C02779,"Interleukin-8, antagonists & inhibitors"
C02780,"Fats, Unsaturated"
C02781,Oleic Acids
C02782,Deoxy Sugars
C02783,Maleimides
C02784,Herbicides
C02785,Oxadiazoles
C02786,Tellurium
C02787,"Glutathione Transferase, antagonists & inhibitors"
C02788,Lactates
C02789,Poly(ADP-ribose) Polymerase Inhibitors
C02790,"Triose-Phosphate Isomerase, antagonists & inhibitors"
C02791,"5'-Nucleotidase, antagonists & inhibitors"
C02792,Stearic Acids
C02793,PQQ Cofactor
C02794,"Glycogen Phosphorylase, antagonists & inhibitors"
C02795,Fluorine Radioisotopes
C02796,Fixatives
C02797,Plants
C02798,Buffers
C02799,"Maltose, metabolism"
C02800,"Phosphorylase b, antagonists & inhibitors"
C02801,"Inositol 1,4,5-Trisphosphate"
C02802,Inositol Phosphates
C02803,Heme
C02804,Heme products
C02805,"Aminopeptidases, antagonists & inhibitors"
C02806,Gallium
C02807,Trypanosoma
C02808,RNA Caps
C02809,"Phencyclidine, antagonists & inhibitors"
C02810,Glyoxal
C02811,Diaminopimelic Acid
C02812,Pimelic Acids
C02813,Nucleic Acids
C02814,"RNA, Messenger"
C02815,"Lactoylglutathione Lyase, antagonists & inhibitors"
C02816,Cytolytic Agent
C02817,Decreased Cell Membrane Integrity
C02818,"Chitinases, antagonists & inhibitors"
C02819,"Lanosterol, metabolism"
C02820,Ethane
C02821,Excipients
C02822,Solutions Affecting the Electrolyte Balance
C02823,Deoxyuracil Nucleotides
C02824,Mitogens
C02825,Ammonium Ion Binding Activity
C02826,Food Preservatives
C02827,Nitrogen Binding Agent
C02828,Urea Cycle Disorder Agents
C02829,1-Carboxyglutamic Acid
C02830,Alkynes
C02831,Peroxides
C02832,Prostaglandin Endoperoxides
C02833,Reactive Oxygen Species
C02834,"Fungicides, Industrial"
C02835,"Pyroglutamyl-Peptidase I, antagonists & inhibitors"
C02836,Oxalates
C02837,Reducing Agents
C02838,Carbamide products
C02839,"Leukocyte Elastase, antagonists & inhibitors"
C02840,"Heme Oxygenase (Decyclizing), antagonists & inhibitors"
C02841,Glyoxylates
C02842,Phosphorylcholine
C02843,"Neuraminidase, antagonists & inhibitors"
C02844,Sclerosing Activity
C02845,Vascular Sclerosing Activity
C02846,Cyclodextrins
C02847,Dextrins
C02848,CDC2 Protein Kinase
C02849,Provitamins
C02850,"Cyclic AMP-Dependent Protein Kinases, antagonists & inhibitors"
C02851,Berberine Alkaloids
C02852,Methylamines
C02853,General Nutrients
C02854,Malonates
C02855,"Oxidoreductases Acting on CH-NH Group Donors, antagonists & inhibitors"
C02856,Quinoline Derivatives
C02857,Quinolinium Compounds
C02858,Chromogenic Compounds
C02859,Thiocholine
C02860,"Procollagen-Proline Dioxygenase, antagonists & inhibitors"
C02861,"Thrombin, antagonists & inhibitors"
C02862,Disinfectants (For Agents Used on Object)
C02863,"Acid Etching, Dental"
C02864,"Calcium-Calmodulin-Dependent Protein Kinases, antagonists & inhibitors"
C02865,"Phosphogluconate Dehydrogenase, antagonists & inhibitors"
C02866,Glutarates
C02867,"Cytidine Deaminase, antagonists & inhibitors"
C02868,Chitinases
C02869,Iodine Compounds
C02870,Mercurial Products
C02871,Porphyrinogens
C02872,"Receptors, Estrogen, agonists"
C02873,Naphthalenesulfonates
C02874,Phosphoamino Acids
C02875,Odorants
C02876,Dinitrophenols
C02877,Niflumic Acid and Prodrugs
C02878,Arachidonic Acids
C02879,Irrigation
C02880,Inosine Nucleotides
C02881,Aziridines
C02882,Ethylene Imines
C02883,Triethylenephosphoramide
C02884,"Adenosine Kinase, antagonists & inhibitors"
C02885,Cyclopentanes
C02886,"Actins, antagonists & inhibitors"
C02887,"Calcium-Transporting ATPases, antagonists & inhibitors"
C02888,Oxathiins
C02889,Lecithins
C02890,Phosphatidylcholines
C02891,"Edema, drug therapy"
C02892,Antifoaming Agents
C02893,Antispermatogenic Agents
C02894,Polyethylene Glycols
C02895,Spermatocidal Agents
C02896,4-Butyrolactone
C02897,Oxysterols
C02898,"Watersoluble, Hepatotropic X-Ray Contrast Media"
C02899,Glycolipids
C02900,"Electron Transport Complex III, antagonists & inhibitors"
C02901,"CDC2 Protein Kinase, antagonists & inhibitors"
C02902,Acidic Glycosphingolipids
C02903,Glycosphingolipids
C02904,Sphingolipids
C02905,Sulfoglycosphingolipids
C02906,"Receptors, Progesterone, agonists"
C02907,Preparations Containing Sulfur
C02908,Hydroxyquinoline Derivatives
C02909,Contact Laxatives
C02910,Aminopyrine
C02911,Phenolphthaleins
C02912,"Calmodulin, antagonists & inhibitors"
C02913,CCR5 Co-receptor Antagonist
C02914,CCR5 Receptor Antagonists
C02915,Mandelic Acids
C02916,Quinolizines
C02917,Vesicular Monoamine Transporter 2 Inhibitor
C02918,Vesicular Monoamine Transporter 2 Inhibitors
C02919,"Hypoxia-Inducible Factor-Proline Dioxygenases, antagonists & inhibitors"
C02920,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
C02921,"Platelet Glycoprotein GPIIb-IIIa Complex, antagonists & inhibitors"
C02922,Harringtonines
C02923,Calcitonin Gene-Related Peptide Receptor Antagonists
C02924,"Calcitonin Gene-Related Peptide, analogs & derivatives"
C02925,"Receptors, Calcitonin Gene-Related Peptide, antagonists & inhibitors"
C02926,Serotonin 2c Receptor Agonists
C02927,Serotonin 5-HT2C Receptor Agonists
C02928,"Drug Resistance, Multiple"
C02929,Calophyllum
C02930,Dioxoles
C02931,Pituitary Hormone Release Inhibiting Hormones
C02932,Vascular Endothelial Growth Factor A
C02933,Pulmonary Surfactants
C02934,"Natriuretic Peptide, Brain"
C02935,Natriuretic Peptides
C02936,Thymus Hormones
C02937,Nucleic Acid-Based Vaccines
C02938,Vaccines
C02939,"Vaccines, Synthetic"
C02940,Antineoplastic cell and gene therapy
C02941,Genetic Therapy
C02942,Phosphotransferases
C02943,Phosphotransferases (Alcohol Group Acceptor)
C02944,Transferases
C02945,Lipoglycopeptide Antibacterial
C02946,Immunization
C02947,Serotonin 5-HT4 Receptor Agonists
C02948,Myelin Proteins
C02949,Cyclopentane Monoterpenes
C02950,"Pyrethrines, Incl. Synthetic Compounds"
C02951,Pyrethrins
C02952,Melanocortin 1 Receptor (MC1-R) Agonists
C02953,Melanocortin Receptor Agonists
C02954,Melanocyte-Stimulating Hormones
C02955,Protectives Against UV-Radiation for Systemic Use
C02956,"Aptamers, Nucleotide"
C02957,"Antigens, Bacterial"
C02958,Endotoxins
C02959,Lipopolysaccharides
C02960,"Lipopolysaccharides, antagonists & inhibitors"
C02961,"Polysaccharides, Bacterial"
C02962,"Toll-Like Receptor 4, antagonists & inhibitors"
C02963,Tannins
C02964,Globins
C02965,Hemeproteins
C02966,Hemoglobins
C02967,Iodine Radioisotopes
C02968,Immunoglobulin Variable Region
C02969,Egg Proteins
C02970,Rana pipiens
C02971,Antifibrotic Agents
C02972,CA-125 Antigen
C02973,Xanthones
C02974,HIV
C02975,Seminal Plasma Proteins
C02976,Seminal Proteins
C02977,Salivary Proteins and Peptides
C02978,"Antigens, Surface"
C02979,Adenosine A receptor agonists
C02980,Adenosine A2 Receptor Agonists
C02981,Cell Death Inducer
C02982,Increased Cellular Death
C02983,Cytochrome P-450 CYP1A2 Inducers (weak)
C02984,Alpha-Galactosidase A (alpha-Gal A) Pharmacological Chaperones
C02985,Bradykinin Receptor Antagonists
C02986,"Receptors, Opioid, delta"
C02987,Lamiaceae
C02988,Lamiales
C02989,Scutellaria
C02990,"11-beta-Hydroxysteroid Dehydrogenase Type 1, antagonists & inhibitors"
C02991,Cannabinoid Receptor Antagonists
C02992,"Receptor, Cannabinoid, CB1, antagonists & inhibitors"
C02993,Parathyroid Hormone-Related Protein
C02994,Neuroactive Steroid Gamma-Aminobutyric Acid A Receptor Positive Modulator
C02995,"Adenosine Triphosphatases, antagonists & inhibitors"
C02996,Integrin alpha4
C02997,Adipokines
C02998,Crotalid Venoms
C02999,Snake Venoms
C03000,Venombin A
C03001,Viper Venoms
C03002,"Common Cold, drug therapy"
C03003,"HSP90 Heat-Shock Proteins, antagonists & inhibitors"
C03004,"Protein-Serine-Threonine Kinases, antagonists & inhibitors"
C03005,Amyloid Precursor Protein Secretases
C03006,Gamma Secretase Inhibitors and Modulators
C03007,Peroxisome Proliferator-activated Receptor Agonist
C03008,"PPAR alpha, agonists"
C03009,"PPAR delta, agonists"
C03010,"PPAR delta, antagonists & inhibitors"
C03011,"Tryptophan Hydroxylase, antagonists & inhibitors"
C03012,Marine Toxins
C03013,"MAP Kinase Kinase 1, antagonists & inhibitors"
C03014,Mitogen-activated protein kinase (MEK) inhibitors
C03015,"Fibrinolysin, antagonists & inhibitors"
C03016,Bone Resorption Inhibition
C03017,Calcium Resorption Inhibitor
C03018,"Pepsin A, antagonists & inhibitors"
C03019,Pain Palliation (Bone Seeking Agents)
C03020,Radioactive Therapeutic Agent
C03021,Various Pain Palliation Radiopharmaceuticals
C03022,Human Immunoglobulin
C03023,"Immunization, Passive"
C03024,Virus Neutralization
C03025,Arthropod Proteins
C03026,Metalloproteins
C03027,Mollusca
C03028,Drugs Used in Hereditary Angioedema
C03029,Kallikrein Inhibitors
C03030,"Kallikreins, antagonists & inhibitors"
C03031,Plasma Kallikrein Inhibitor
C03032,"Farnesyl-Diphosphate Farnesyltransferase, antagonists & inhibitors"
C03033,"Enzymes, Immobilized"
C03034,Gene Transfer Techniques
C03035,"Genes, p53"
C03036,Increased Megakaryocyte Maturation
C03037,Increased Platelet Production
C03038,"Receptors, Thrombopoietin, agonists"
C03039,Thrombopoietin Receptor Agonist
C03040,Thrombopoietin Receptor Agonists
C03041,Anthrax Protective Antigen-directed Antibody
C03042,Anthrax Protective Antigen-directed Antibody Interactions
C03043,Antibacterial monoclonal antibodies
C03044,Glycosyltransferases
C03045,Pentosyltransferases
C03046,Nerve Growth Factors
C03047,Endothelin A Receptor Antagonists
C03048,Endothelin B Receptor Antagonists
C03049,Gastric Function
C03050,Halogens
C03051,Iodine Products
C03052,"Resins, Synthetic"
C03053,Cartilage
C03054,Corticotropin-Releasing Hormone
C03055,"Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors"
C03056,"Receptors, Glucocorticoid, antagonists & inhibitors"
C03057,"Animal Proteins, Dietary"
C03058,Carrier Proteins
C03059,Dietary Proteins
C03060,Iron-Binding Proteins
C03061,Lactoglobulins
C03062,Milk Proteins
C03063,Transferrins
C03064,Whey Proteins
C03065,Glucagon-Like Peptides
C03066,Sapogenins
C03067,Saponins
C03068,Arthropod Venoms
C03069,Antisense Oligonucleotides
C03070,"PPAR gamma, agonists"
C03071,CXC Chemokine Receptor 4 Antagonist
C03072,"Receptors, CXCR4, antagonists & inhibitors"
C03073,"Fructose-Bisphosphatase, antagonists & inhibitors"
C03074,HCV NS3/4A Protease Inhibitors
C03075,NS3/4A Protease Inhibitors
C03076,"ErbB Receptors, antagonists & inhibitors"
C03077,Antisense Elements (Genetics)
C03078,Apolipoprotein B-100 Synthesis Inhibitor
C03079,"DNA, Antisense"
C03080,Molecular Probes
C03081,Nucleic Acid Probes
C03082,"Oligodeoxyribonucleotides, Antisense"
C03083,Epoxide Hydrolase Inhibitors
C03084,"Receptors, Interleukin-1, antagonists & inhibitors"
C03085,"Poly(ADP-ribose) Polymerases, antagonists & inhibitors"
C03086,"Protein Kinase C-delta, antagonists & inhibitors"
C03087,Vascular Endothelial Growth Factor Receptor 2 Antagonist
C03088,VEGFR2 Inhibitors
C03089,Fibroblast Growth Factor 1
C03090,Antimony Compounds
C03091,Gluconates
C03092,Adeno-associated Viral Vector Therapies
C03093,Cortisol Synthesis Inhibitors
C03094,Biologics for psoriasis treatment
C03095,Interleukin-12 Antagonist
C03096,Interleukin-23 Antagonist
C03097,Mollusk Venoms
C03098,Phospholipase A2 Inhibitors
C03099,Acanthaceae
C03100,Andrographis
C03101,"Colitis, Ulcerative, drug therapy"
C03102,Phosphoric Monoester Hydrolases
C03103,HER2-targeted Antibodies
C03104,Maytansine
C03105,Trastuzumab
C03106,Platelet Membrane Glycoproteins
C03107,"Receptors, Peptide"
C03108,"Receptors, Thrombin"
C03109,"Receptors, Retinoic Acid, agonists"
C03110,Emulsions
C03111,"Receptors, sigma, antagonists & inhibitors"
C03112,Cell Adhesion Molecules
C03113,Dehydroepiandrosterone
C03114,Cytochrome P450 17A1 Inhibitors
C03115,Poly (ADP-ribose) polymerase (PARP) inhibitors
C03116,"Receptors, Vasopressin, agonists"
C03117,Kinins
C03118,"Receptors, Neurokinin-3, antagonists & inhibitors"
C03119,Tachykinins
C03120,CD22 (Clusters of Differentiation 22) inhibitors
C03121,CD22-directed Antibody Interactions
C03122,CD22-directed Immunoconjugate
C03123,Decreased DNA Integrity
C03124,"Receptor, Nerve Growth Factor, antagonists & inhibitors"
C03125,Extracellular Matrix Proteins
C03126,Scleroproteins
C03127,"Vascular Endothelial Growth Factor Receptor-2, antagonists & inhibitors"
C03128,Chemokines
C03129,"Chemokines, CXC"
C03130,Chemotactic Factors
C03131,"Antibodies, Viral"
C03132,Deltaretrovirus Antibodies
