drug_id,category
DB13488,Membrane Transport Modulators
DB13488,Peripheral Vasodilators
DB13488,Potential QTc-Prolonging Agents
DB13488,QTc Prolonging Agents
DB13488,Vasodilating Agents
DB13489,Antihistamines for Systemic Use
DB13489,Antihistamines for Topical Use
DB13489,"Antipruritics, Incl. Antihistamines, Anesthetics, Etc."
DB13489,Dermatologicals
DB13489,Histamine Agents
DB13489,Histamine Antagonists
DB13489,Neurotransmitter Agents
DB13490,Benzopyrans
DB13490,Capillary Stabilizing Agents
DB13490,Chromones
DB13490,Flavones
DB13490,Flavonoids
DB13490,"Heterocyclic Compounds, Fused-Ring"
DB13490,Pyrans
DB13490,Vasoprotectives
DB13491,Adrenal Cortex Hormones
DB13491,Corticosteroids
DB13491,"Corticosteroids, Dermatological Preparations"
DB13491,"Corticosteroids, Moderately Potent (Group II)"
DB13491,Dermatologicals
DB13491,Fused-Ring Compounds
DB13491,Immunosuppressive Agents
DB13491,Steroids
DB13492,Antiseptics and Disinfectants
DB13492,Benzene Derivatives
DB13492,Dermatologicals
DB13492,Genito Urinary System and Sex Hormones
DB13492,Gynecological Antiinfectives and Antiseptics
DB13492,Pharmaceutical Preparations
DB13492,Phenol and Derivatives
DB13492,Phenols
DB13493,"Acids, Acyclic"
DB13493,Alimentary Tract and Metabolism
DB13493,Bile and Liver Therapy
DB13493,Bile Therapy
DB13493,Fatty Acids
DB13493,"Fatty Acids, Volatile"
DB13493,Lipids
DB13494,Adrenergic and Dopaminergic Agents
DB13494,Alcohols
DB13494,Amines
DB13494,Amino Alcohols
DB13494,Cardiac Stimulants Excl. Cardiac Glycosides
DB13494,Cardiac Therapy
DB13495,Agrochemicals
DB13495,Antiglaucoma Preparations and Miotics
DB13495,Cholinergic Agents
DB13495,Cholinesterase Inhibitors
DB13495,"Compounds used in a research, industrial, or household setting"
DB13495,Enzyme Inhibitors
DB13495,Insecticides
DB13495,Neurotransmitter Agents
DB13495,Ophthalmologicals
DB13495,Organophosphates
DB13495,Organophosphorus Compounds
DB13495,Parasympathomimetics
DB13495,Pesticides
DB13495,Sensory Organs
DB13495,Toxic Actions
DB13496,Agents that produce hypertension
DB13496,Agents that reduce seizure threshold
DB13496,Antidepressive Agents
DB13496,"Antidepressive Agents, Tricyclic"
DB13496,Central Nervous System Agents
DB13496,Central Nervous System Depressants
DB13496,Cyclooctanes
DB13496,Cycloparaffins
DB13496,"Heterocyclic Compounds, Fused-Ring"
DB13496,Indoles
DB13496,Narrow Therapeutic Index Drugs
DB13496,Nervous System
DB13496,Neurotoxic agents
DB13496,Non-Selective Monoamine Reuptake Inhibitors
DB13496,Psychoanaleptics
DB13496,Psychotropic Drugs
DB13496,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB13497,Alimentary Tract and Metabolism
DB13497,Amines
DB13497,Ammonium Compounds
DB13497,Drugs for Functional Gastrointestinal Disorders
DB13497,Nitrogen Compounds
DB13497,Onium Compounds
DB13499,Amides
DB13499,Anti-Bacterial Agents
DB13499,Anti-Infective Agents
DB13499,Antibacterials for Systemic Use
DB13499,Antiinfectives for Systemic Use
DB13499,beta-Lactams
DB13499,Cephalosporins
DB13499,"Heterocyclic Compounds, Fused-Ring"
DB13499,Lactams
DB13499,Nephrotoxic agents
DB13499,Sulfur Compounds
DB13499,Thiazines
DB13499,Third-Generation Cephalosporins
DB13500,Agents causing hyperkalemia
DB13500,Agents producing tachycardia
DB13500,Alimentary Tract and Metabolism
DB13500,Amines
DB13500,Ammonium Compounds
DB13500,Antiarrhythmic agents
DB13500,Anticholinergic Agents
DB13500,Autonomic Agents
DB13500,Bradycardia-Causing Agents
DB13500,Calcium Channel Blockers
DB13500,Calcium-Regulating Hormones and Agents
DB13500,Cardiovascular Agents
DB13500,Cholinergic Agents
DB13500,Cytochrome P-450 CYP3A Substrates
DB13500,Cytochrome P-450 CYP3A4 Substrates
DB13500,Cytochrome P-450 Substrates
DB13500,Drugs for Functional Gastrointestinal Disorders
DB13500,Gastrointestinal Agents
DB13500,Membrane Transport Modulators
DB13500,Moderate Risk QTc-Prolonging Agents
DB13500,Muscarinic Antagonists
DB13500,Neurotransmitter Agents
DB13500,Nitrogen Compounds
DB13500,Onium Compounds
DB13500,Parasympatholytics
DB13500,Peripheral Nervous System Agents
DB13500,QTc Prolonging Agents
DB13500,"Synthetic Anticholinergics, Quaternary Ammonium Compounds"
DB13500,Vasodilating Agents
DB13501,Agents causing hyperkalemia
DB13501,Agents that produce hypertension
DB13501,Analgesics
DB13501,"Analgesics, Non-Narcotic"
DB13501,Anti-Inflammatory Agents
DB13501,"Anti-Inflammatory Agents, Non-Steroidal"
DB13501,"Antiinflammatory Preparations, Non-Steroids for Topical Use"
DB13501,Antimetabolites
DB13501,Antirheumatic Agents
DB13501,"Heterocyclic Compounds, Fused-Ring"
DB13501,Hypolipidemic Agents
DB13501,Lipid Regulating Agents
DB13501,Musculo-Skeletal System
DB13501,Nephrotoxic agents
DB13501,Non COX-2 selective NSAIDS
DB13501,Ophthalmologicals
DB13501,Peripheral Nervous System Agents
DB13501,Pyrazoles
DB13501,Sensory Organs
DB13501,Sensory System Agents
DB13501,Topical Products for Joint and Muscular Pain
DB13502,Anti-Dyskinesia Agents
DB13502,Anti-Parkinson Drugs
DB13502,Central Nervous System Agents
DB13502,Dopamine Agents
DB13502,Nervous System
DB13503,"Amino Acids, Peptides, and Proteins"
DB13503,Anti-Bacterial Agents
DB13503,Anti-Infective Agents
DB13503,"Anti-Infective Agents, Local"
DB13503,Antibiotics for Topical Use
DB13503,Cholinesterase Inhibitors
DB13503,Dermatologicals
DB13503,Ophthalmologicals
DB13503,Peptides
DB13503,"Peptides, Cyclic"
DB13503,Sensory Organs
DB13503,Throat Preparations
DB13504,Amides
DB13504,Anti-Bacterial Agents
DB13504,Anti-Infective Agents
DB13504,Antibacterials for Systemic Use
DB13504,Antiinfectives for Systemic Use
DB13504,beta-Lactams
DB13504,Cephalosporins
DB13504,"Heterocyclic Compounds, Fused-Ring"
DB13504,Lactams
DB13504,Nephrotoxic agents
DB13504,Sulfur Compounds
DB13504,Thiazines
DB13504,Third-Generation Cephalosporins
DB13505,Agents producing tachycardia
DB13505,Alimentary Tract and Metabolism
DB13505,Amines
DB13505,Anticholinergic Agents
DB13505,Autonomic Agents
DB13505,Central Nervous System Depressants
DB13505,Cholinergic Agents
DB13505,Drugs for Functional Gastrointestinal Disorders
DB13505,Drugs for Urinary Frequency and Incontinence
DB13505,Genito Urinary System and Sex Hormones
DB13505,Genitourinary Agents
DB13505,Hypnotics and Sedatives
DB13505,Muscarinic Antagonists
DB13505,Nervous System
DB13505,Neurotransmitter Agents
DB13505,Onium Compounds
DB13505,Parasympatholytics
DB13505,Peripheral Nervous System Agents
DB13505,Psycholeptics
DB13505,Quaternary Ammonium Compounds
DB13505,Urological Agents
DB13505,Urologicals
DB13506,Amides
DB13506,Anti-Bacterial Agents
DB13506,Anti-Infective Agents
DB13506,"Anti-Infective Agents, Urinary"
DB13506,beta-Lactams
DB13506,Genito Urinary System and Sex Hormones
DB13506,Gynecological Antiinfectives and Antiseptics
DB13506,"Heterocyclic Compounds, Fused-Ring"
DB13506,Lactams
DB13506,Penicillin G
DB13506,Penicillins
DB13506,Sulfur Compounds
DB13507,"Acids, Carbocyclic"
DB13507,Agents producing tachycardia
DB13507,Alimentary Tract and Metabolism
DB13507,Anticholinergic Agents
DB13507,Diphenylacetic Acids
DB13507,Drugs for Functional Gastrointestinal Disorders
DB13507,Hydroxy Acids
DB13507,Muscarinic Antagonists
DB13507,Phenylacetates
DB13507,"Synthetic Anticholinergics, Quaternary Ammonium Compounds"
DB13508,Adrenergic Agents
DB13508,Adrenergic Antagonists
DB13508,Adrenergic beta-Antagonists
DB13508,Agents causing hyperkalemia
DB13508,Alcohols
DB13508,Amines
DB13508,Amino Alcohols
DB13508,Antihypertensive Agents
DB13508,"Beta Blocking Agents, Non-Selective"
DB13508,Bradycardia-Causing Agents
DB13508,Cardiovascular Agents
DB13508,Cytochrome P-450 CYP2D6 Substrates
DB13508,Cytochrome P-450 Substrates
DB13508,Neurotransmitter Agents
DB13508,Propanols
DB13509,Analgesics
DB13509,Benzene Derivatives
DB13509,Blood and Blood Forming Organs
DB13509,Hydroxybenzoates
DB13509,Nervous System
DB13509,Phenols
DB13509,Platelet Aggregation Inhibitors Excl. Heparin
DB13509,Salicylates
DB13509,Salicylic Acid and Derivatives
DB13510,Adrenergic alpha-Antagonists
DB13510,Adrenergic Antagonists
DB13510,Agents that produce hypertension
DB13510,Antiplatelet agents
DB13510,Cardiovascular Agents
DB13510,Peripheral Vasodilators
DB13510,Vasodilating Agents
DB13511,"Acids, Carbocyclic"
DB13511,Alimentary Tract and Metabolism
DB13511,Amides
DB13511,Antiemetics
DB13511,Autonomic Agents
DB13511,Benzene Derivatives
DB13511,Benzoates
DB13511,Central Nervous System Agents
DB13511,Dopamine Antagonists
DB13511,Drugs for Functional Gastrointestinal Disorders
DB13511,Gastrointestinal Agents
DB13511,Peripheral Nervous System Agents
DB13511,Propulsives
DB13512,Acetates
DB13512,"Acids, Acyclic"
DB13512,Amides
DB13512,"Antiparasitic Products, Insecticides and Repellents"
DB13512,Antiprotozoals
DB13512,Benzene Derivatives
DB13512,Dichloroacetamide Derivatives
DB13512,Nitro Compounds
DB13512,Phenols
DB13513,Antifungals for Dermatological Use
DB13513,Antifungals for Topical Use
DB13513,Dermatologicals
DB13514,"Acids, Acyclic"
DB13514,Agents causing hyperkalemia
DB13514,Agents that produce hypertension
DB13514,Analgesics
DB13514,"Analgesics, Non-Narcotic"
DB13514,Anti-Inflammatory Agents
DB13514,"Anti-Inflammatory Agents, Non-Steroidal"
DB13514,Antigout Preparations
DB13514,Antirheumatic Agents
DB13514,Fatty Acids
DB13514,"Fatty Acids, Volatile"
DB13514,"Heterocyclic Compounds, Fused-Ring"
DB13514,Lipids
DB13514,Nephrotoxic agents
DB13514,Non COX-2 selective NSAIDS
DB13514,Ophthalmologicals
DB13514,Peripheral Nervous System Agents
DB13514,Pyrans
DB13514,Sensory Organs
DB13514,Sensory System Agents
DB13515,Drugs Used in Addictive Disorders
DB13515,Drugs Used in Opioid Dependence
DB13515,Nervous System
DB13516,Genito Urinary System and Sex Hormones
DB13516,Gynecological Antiinfectives and Antiseptics
DB13516,Imidazoles
DB13516,Imidazolidines
DB13517,"Amino Acids, Peptides, and Proteins"
DB13517,Angiotensins
DB13517,Autacoids
DB13517,Biological Factors
DB13517,Cardiac Stimulants Excl. Cardiac Glycosides
DB13517,Cardiac Therapy
DB13517,Cardiovascular Agents
DB13517,Inflammation Mediators
DB13517,Oligopeptides
DB13517,Peptides
DB13517,Vasoconstrictor Agents
DB13518,"Acids, Acyclic"
DB13518,"Acids, Aldehydic"
DB13518,Alginates
DB13518,Alimentary Tract and Metabolism
DB13518,Carbohydrates
DB13518,"Compounds used in a research, industrial, or household setting"
DB13518,Drugs for Acid Related Disorders
DB13518,Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)
DB13518,Glucuronates
DB13518,Hexuronic Acids
DB13518,Hydroxy Acids
DB13518,Polysaccharides
DB13518,Sugar Acids
DB13518,Uronic Acids
DB13519,Alimentary Tract and Metabolism
DB13519,Antiemetics and Antinauseants
DB13520,Agents that produce hypertension
DB13520,Alkaloids
DB13520,Antidepressive Agents
DB13520,Central Nervous System Depressants
DB13520,Dopamine Agents
DB13520,Dopamine Agonists
DB13520,Ergolines
DB13520,Ergot Alkaloids and Derivatives
DB13520,Ergot-derivative Dopamine Receptor Agonists
DB13520,Genito Urinary System and Sex Hormones
DB13520,"Heterocyclic Compounds, Fused-Ring"
DB13520,Neurotransmitter Agents
DB13520,Prolactine Inhibitors
DB13520,Serotonin 5-HT1 Receptor Antagonists
DB13520,Serotonin 5-HT1D Receptor Antagonists
DB13520,Serotonin 5-HT2 Receptor Antagonists
DB13520,Serotonin 5-HT2A Receptor Antagonists
DB13520,Serotonin 5-HT2C Receptor Antagonists
DB13520,Serotonin Agents
DB13520,Serotonin Receptor Agonists
DB13520,Serotonin Receptor Antagonists
DB13521,Adeno-associated Viral Vector Therapies
DB13521,Lipid Modifying Agents
DB13521,"Lipid Modifying Agents, Plain"
DB13522,Amides
DB13522,Analgesics
DB13522,Anti-Anxiety Agents
DB13522,Central Nervous System Agents
DB13522,Central Nervous System Depressants
DB13522,Nervous System
DB13522,Peripheral Nervous System Agents
DB13522,Psychoanaleptics
DB13522,Psychotropic Drugs
DB13522,Sensory System Agents
DB13522,Tranquilizing Agents
DB13523,"Acids, Carbocyclic"
DB13523,Amides
DB13523,Antipsychotic Agents
DB13523,Benzamides and benzamide derivatives
DB13523,Benzene Derivatives
DB13523,Benzoates
DB13523,Central Nervous System Agents
DB13523,Central Nervous System Depressants
DB13523,"Menopause, drug effects"
DB13523,Nervous System
DB13523,Neurotoxic agents
DB13523,Psycholeptics
DB13523,"Psychophysiologic Disorders, drug therapy"
DB13523,Psychotropic Drugs
DB13523,Tranquilizing Agents
DB13524,Agents causing hyperkalemia
DB13524,Agents that produce hypertension
DB13524,Analgesics
DB13524,"Analgesics, Non-Narcotic"
DB13524,Anti-Inflammatory Agents
DB13524,"Anti-Inflammatory Agents, Non-Steroidal"
DB13524,Antirheumatic Agents
DB13524,Nephrotoxic agents
DB13524,Nervous System
DB13524,Non COX-2 selective NSAIDS
DB13524,Peripheral Nervous System Agents
DB13524,Pyrazoles
DB13524,Pyrazolones
DB13524,Sensory System Agents
DB13525,Cough and Cold Preparations
DB13525,Expectorants
DB13526,Alcohols
DB13526,Alimentary Tract and Metabolism
DB13526,Drugs for Constipation
DB13526,Glycols
DB13526,Laxatives
DB13526,Osmotic Laxatives
DB13527,Acetic Acid Derivatives and Related Substances
DB13527,Agents causing hyperkalemia
DB13527,Agents that produce hypertension
DB13527,Analgesics
DB13527,"Analgesics, Non-Narcotic"
DB13527,Anti-Inflammatory Agents
DB13527,"Anti-Inflammatory Agents, Non-Steroidal"
DB13527,Antiinflammatory and Antirheumatic Products
DB13527,"Antiinflammatory and Antirheumatic Products, Non-Steroids"
DB13527,Antirheumatic Agents
DB13527,"Heterocyclic Compounds, Fused-Ring"
DB13527,Indoles
DB13527,Musculo-Skeletal System
DB13527,Nephrotoxic agents
DB13527,Non COX-2 selective NSAIDS
DB13527,Peripheral Nervous System Agents
DB13527,Sensory System Agents
DB13528,Adrenal Cortex Hormones
DB13528,Antiandrogens
DB13528,Combination Contraceptives (with Estrogen and derivatives)
DB13528,"Contraceptive Agents, Female"
DB13528,"Contraceptive Agents, Hormonal"
DB13528,"Contraceptives, Oral"
DB13528,"Contraceptives, Oral, Hormonal"
DB13528,"Contraceptives, Oral, Synthetic"
DB13528,Cytochrome P-450 CYP3A Substrates
DB13528,Cytochrome P-450 CYP3A4 Substrates
DB13528,Cytochrome P-450 Substrates
DB13528,Fused-Ring Compounds
DB13528,Genito Urinary System and Sex Hormones
DB13528,Hormonal Contraceptives for Systemic Use
DB13528,Hormone Antagonists
DB13528,"Hormones, Hormone Substitutes, and Hormone Antagonists"
DB13528,Pregnadien Derivatives
DB13528,Pregnadienes
DB13528,Pregnanes
DB13528,Progestin Contraceptives
DB13528,Progestins
DB13528,"Progestogens and Estrogens, Sequential Preparations"
DB13528,Reproductive Control Agents
DB13528,Sex Hormones and Modulators of the Genital System
DB13528,Steroids
DB13528,"Steroids, Chlorinated"
DB13529,Antivaricose Therapy
DB13529,Arylsulfonates
DB13529,Arylsulfonic Acids
DB13529,Benzene Derivatives
DB13529,Benzenesulfonates
DB13529,Coagulants
DB13529,Hematologic Agents
DB13529,Hemostatics
DB13529,Sulfonic Acids
DB13529,Sulfur Acids
DB13529,Sulfur Compounds
DB13529,Vasoprotectives
DB13530,Adrenergic Agents
DB13530,Adrenergic Antagonists
DB13530,Adrenergic beta-Antagonists
DB13530,Agents causing hyperkalemia
DB13530,Alcohols
DB13530,Amines
DB13530,Amino Alcohols
DB13530,"Beta Blocking Agents, Non-Selective"
DB13530,Bradycardia-Causing Agents
DB13530,Cytochrome P-450 CYP2D6 Substrates
DB13530,Cytochrome P-450 Substrates
DB13530,Neurotransmitter Agents
DB13530,Phenoxypropanolamines
DB13530,Propanolamines
DB13530,Propanols
DB13531,Alimentary Tract and Metabolism
DB13531,Drugs for Functional Gastrointestinal Disorders
DB13531,"Synthetic Antispasmodics, Amides With Tertiary Amines"
DB13532,Antihypertensive Agents
DB13532,Benzothiadiazines
DB13532,Cardiovascular Agents
DB13532,Diuretics
DB13532,Genito Urinary System and Sex Hormones
DB13532,Gynecological Antiinfectives and Antiseptics
DB13532,"Heterocyclic Compounds, Fused-Ring"
DB13532,Hyperglycemia-Associated Agents
DB13532,Low-Ceiling Diuretics and Potassium-Sparing Agents
DB13532,Membrane Transport Modulators
DB13532,Natriuretic Agents
DB13532,Sodium Chloride Symporter Inhibitors
DB13532,Sulfonamides
DB13532,Sulfones
DB13532,Sulfur Compounds
DB13532,Thiazides
DB13533,Adrenal Cortex Hormones
DB13533,Estranes
DB13533,Estren Derivatives
DB13533,Fused-Ring Compounds
DB13533,Genito Urinary System and Sex Hormones
DB13533,Progesterone Congeners
DB13533,Progestins
DB13533,Sex Hormones and Modulators of the Genital System
DB13533,Steroids
DB13534,Anti-Anxiety Agents
DB13534,Central Nervous System Depressants
DB13534,Hypnotics (Nonbenzodiazepine)
DB13534,Hypnotics and Sedatives
DB13534,Nervous System
DB13534,Psycholeptics
DB13535,"Amino Acids, Peptides, and Proteins"
DB13535,Antibacterial monoclonal antibodies
DB13535,Antibodies
DB13535,"Antibodies, Monoclonal"
DB13535,Antiinfectives for Systemic Use
DB13535,Blood Proteins
DB13535,Globulins
DB13535,Immune Sera and Immunoglobulins
DB13535,Immunoglobulin M
DB13535,Immunoglobulins
DB13535,Immunoproteins
DB13535,Proteins
DB13535,Serum Globulins
DB13536,Alimentary Tract and Metabolism
DB13536,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents"
DB13536,"Antiparasitic Products, Insecticides and Repellents"
DB13536,Antiprotozoals
DB13536,Genito Urinary System and Sex Hormones
DB13536,Gynecological Antiinfectives and Antiseptics
DB13536,"Heterocyclic Compounds, Fused-Ring"
DB13536,Hydroxyquinoline Derivatives
DB13536,Hydroxyquinolines
DB13536,Intestinal Antiinfectives
DB13536,Quinoline Derivatives
DB13536,Quinolines
DB13537,Carbohydrates
DB13537,Cardanolides
DB13537,Cardenolides
DB13537,Cardiac Glycosides
DB13537,Cardiac Therapy
DB13537,Digitalis Glycosides
DB13537,Fused-Ring Compounds
DB13537,Glycosides
DB13537,Isomerism
DB13537,Steroids
DB13538,Agents causing hyperkalemia
DB13538,Agents that produce hypertension
DB13538,Analgesics
DB13538,"Analgesics, Non-Narcotic"
DB13538,Anti-Inflammatory Agents
DB13538,"Anti-Inflammatory Agents, Non-Steroidal"
DB13538,Antirheumatic Agents
DB13538,Antitussive Agents
DB13538,Benzene Derivatives
DB13538,Central Nervous System Agents
DB13538,Expectorants
DB13538,Hydroxybenzoates
DB13538,Nephrotoxic agents
DB13538,Nervous System
DB13538,Non COX-2 selective NSAIDS
DB13538,Peripheral Nervous System Agents
DB13538,Phenols
DB13538,Respiratory System Agents
DB13538,Salicylates
DB13538,Salicylic Acid and Derivatives
DB13538,Sensory System Agents
DB13539,"Acids, Carbocyclic"
DB13539,Benzene Derivatives
DB13539,Benzoates
DB13539,"Compounds used in a research, industrial, or household setting"
DB13539,Contrast Media
DB13539,Diagnostic Uses of Chemicals
DB13539,Iodobenzoates
DB13539,"Watersoluble, Hepatotropic X-Ray Contrast Media"
DB13539,"X-Ray Contrast Media, Iodinated"
DB13540,Agents that produce neuromuscular block (indirect)
DB13540,Aminoglycoside Antibacterials
DB13540,Anti-Bacterial Agents
DB13540,Anti-Infective Agents
DB13540,Antibacterials for Systemic Use
DB13540,Antiinfectives for Systemic Use
DB13540,Carbohydrates
DB13540,Drugs that are Mainly Renally Excreted
DB13540,Drugs that are Mainly Renally Excreted with a Narrow Therapeutic Index
DB13540,Glycosides
DB13540,Narrow Therapeutic Index Drugs
DB13540,Nephrotoxic agents
DB13541,Analgesics
DB13541,Antidepressive Agents
DB13541,Antimigraine Preparations
DB13541,Biological Factors
DB13541,Central Nervous System Depressants
DB13541,"Heterocyclic Compounds, Fused-Ring"
DB13541,Indoles
DB13541,Nervous System
DB13541,Neurotransmitter Agents
DB13541,"Pigments, Biological"
DB13541,Quinones
DB13541,Serotonin Agents
DB13541,Serotonin Receptor Antagonists
DB13542,"Acids, Carbocyclic"
DB13542,Agents producing tachycardia
DB13542,Alimentary Tract and Metabolism
DB13542,Analgesics
DB13542,"Analgesics, Non-Narcotic"
DB13542,Anti-Inflammatory Agents
DB13542,Anticholinergic Agents
DB13542,Antirheumatic Agents
DB13542,Diphenylacetic Acids
DB13542,Drugs for Functional Gastrointestinal Disorders
DB13542,Hydroxy Acids
DB13542,Muscarinic Antagonists
DB13542,Peripheral Nervous System Agents
DB13542,Phenylacetates
DB13542,Sensory System Agents
DB13542,"Synthetic Anticholinergics, Quaternary Ammonium Compounds"
DB13543,Alcohols
DB13543,Alkylating Drugs
DB13543,Antineoplastic Agents
DB13543,"Antineoplastic Agents, Alkylating"
DB13543,Antineoplastic and Immunomodulating Agents
DB13543,Carbohydrates
DB13543,Noxae
DB13543,Sugar Alcohols
DB13543,Toxic Actions
DB13544,Agents causing hyperkalemia
DB13544,Agents that produce hypertension
DB13544,Amides
DB13544,Analgesics
DB13544,"Analgesics, Non-Narcotic"
DB13544,Anti-Inflammatory Agents
DB13544,"Anti-Inflammatory Agents, Non-Steroidal"
DB13544,Antirheumatic Agents
DB13544,Nephrotoxic agents
DB13544,Nervous System
DB13544,Non COX-2 selective NSAIDS
DB13544,Peripheral Nervous System Agents
DB13544,Salicylic Acid and Derivatives
DB13544,Sensory System Agents
DB13545,Antigout Preparations
DB13545,Musculo-Skeletal System
DB13545,Preparations Increasing Uric Acid Excretion
DB13546,Antiarrhythmic agents
DB13546,Cardiovascular Agents
DB13546,Central Nervous System Agents
DB13546,"Compounds used in a research, industrial, or household setting"
DB13546,Moderate Risk QTc-Prolonging Agents
DB13546,Nervous System
DB13546,Neuroprotective Agents
DB13546,Protective Agents
DB13546,Psychoanaleptics
DB13546,"Psychostimulants, Agents Used for ADHD and Nootropics"
DB13546,QTc Prolonging Agents
DB13547,Amides
DB13547,Amines
DB13547,Aniline Compounds
DB13547,Benzene Derivatives
DB13547,Benzenesulfonamides
DB13547,Genito Urinary System and Sex Hormones
DB13547,Gynecological Antiinfectives and Antiseptics
DB13547,Sulfonamides
DB13547,Sulfones
DB13547,Sulfur Compounds
DB13548,Amidines
DB13548,Anti-Infective Agents
DB13548,"Anti-Infective Agents, Local"
DB13548,Antiseptics and Disinfectants
DB13548,Biguanides and Amidines
DB13548,Dermatologicals
DB13548,Ophthalmologicals
DB13548,Sensory Organs
DB13549,Amines
DB13549,Aniline Compounds
DB13549,Antidotes
DB13549,Benzene Derivatives
DB13549,"Compounds used in a research, industrial, or household setting"
DB13549,Phenols
DB13549,Protective Agents
DB13550,Antidepressive Agents
DB13550,Benzene Derivatives
DB13550,Central Nervous System Agents
DB13550,Central Nervous System Depressants
DB13550,Nervous System
DB13550,Psychoanaleptics
DB13550,Psychotropic Drugs
DB13550,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB13551,Antigout Preparations
DB13551,"Heterocyclic Compounds, Fused-Ring"
DB13551,Musculo-Skeletal System
DB13551,Preparations With No Effect on Uric Acid Metabolism
DB13552,Antipsychotic Agents
DB13552,Butyrophenone Derivatives
DB13552,Butyrophenones
DB13552,Central Nervous System Agents
DB13552,Central Nervous System Depressants
DB13552,Dopamine Agents
DB13552,Dopamine Antagonists
DB13552,Ketones
DB13552,Nervous System
DB13552,Neurotoxic agents
DB13552,Neurotransmitter Agents
DB13552,Psycholeptics
DB13552,Psychotropic Drugs
DB13552,Tranquilizing Agents
DB13553,Amides
DB13553,Antibacterials for Systemic Use
DB13553,Antiinfectives for Systemic Use
DB13553,beta-Lactams
DB13553,"Heterocyclic Compounds, Fused-Ring"
DB13553,Lactams
DB13553,Monobactams
DB13553,Sulfur Compounds
DB13554,Antipsychotic Agents
DB13554,Butyrophenone Derivatives
DB13554,Central Nervous System Depressants
DB13554,Ketones
DB13554,Nervous System
DB13554,Neurotoxic agents
DB13554,Psycholeptics
DB13555,Alkaloids
DB13555,Antiarrhythmic agents
DB13555,"Antiarrhythmics, Class I"
DB13555,"Antiarrhythmics, Class Ia"
DB13555,"Antiarrhythmics, Class Ic"
DB13555,Cardiac Therapy
DB13555,Cardiovascular Agents
DB13555,"Heterocyclic Compounds, Fused-Ring"
DB13555,Indole Alkaloids
DB13555,Indoles
DB13555,Indolizidines
DB13555,Indolizines
DB13555,Potential QTc-Prolonging Agents
DB13555,QTc Prolonging Agents
DB13555,Secologanin Tryptamine Alkaloids
DB13556,Antibacterials for Systemic Use
DB13556,Antiinfectives for Systemic Use
DB13556,Long-Acting Antibacterial Sulfonamides
DB13556,Sulfonamides
DB13556,Sulfonamides and trimethoprim
DB13557,Antipsychotic Agents
DB13557,Central Nervous System Depressants
DB13557,"Heterocyclic Compounds, Fused-Ring"
DB13557,Nervous System
DB13557,Neurotoxic agents
DB13557,Phenothiazines With Piperazine Structure
DB13557,Psycholeptics
DB13557,Sulfur Compounds
DB13558,Benzene Derivatives
DB13558,Cough and Cold Preparations
DB13558,Ketones
DB13559,Adrenergic Agents
DB13559,Adrenergic Agonists
DB13559,Adrenergic beta-Agonists
DB13559,"Adrenergics, Inhalants"
DB13559,Agents producing tachycardia
DB13559,Agents that produce hypertension
DB13559,Benzene Derivatives
DB13559,Drugs for Obstructive Airway Diseases
DB13559,Neurotransmitter Agents
DB13559,Phenols
DB13559,Selective Beta 2-adrenergic Agonists
DB13560,Biopolymers
DB13560,Carbohydrates
DB13560,Cicatrizants
DB13560,"Compounds used in a research, industrial, or household setting"
DB13560,Dermatologicals
DB13560,Glucans
DB13560,Macromolecular Substances
DB13560,Polymers
DB13560,Polysaccharides
DB13560,Preparations for Treatment of Wounds and Ulcers
DB13560,Sorption Detoxification
DB13561,Alimentary Tract and Metabolism
DB13561,Amines
DB13561,"Antiobesity Preparations, Excl. Diet Products"
DB13561,Central Nervous System Stimulants
DB13561,Centrally Acting Antiobesity Products
DB13561,Ethylamines
DB13561,Phenethylamines
DB13563,Adrenal Cortex Hormones
DB13563,Combination Contraceptives (with Estrogen and derivatives)
DB13563,"Contraceptive Agents, Female"
DB13563,"Contraceptives, Oral"
DB13563,"Contraceptives, Oral, Synthetic"
DB13563,Fused-Ring Compounds
DB13563,Genito Urinary System and Sex Hormones
DB13563,Hormonal Contraceptives for Systemic Use
DB13563,Norpregnanes
DB13563,Norpregnatrienes
DB13563,Norsteroids
DB13563,Progestin Contraceptives
DB13563,Progestins
DB13563,Reproductive Control Agents
DB13563,Sex Hormones and Modulators of the Genital System
DB13563,Steroids
DB13564,Antitussive Agents
DB13564,Central Nervous System Agents
DB13564,Cough and Cold Preparations
DB13564,Respiratory System Agents
DB13565,Alimentary Tract and Metabolism
DB13565,Amines
DB13565,Antiinfectives and Antiseptics for Local Oral Treatment
DB13565,Antiseptics and Disinfectants
DB13565,Benzylammonium Compounds
DB13565,Dermatologicals
DB13565,Onium Compounds
DB13565,Quaternary Ammonium Compounds
DB13565,Stomatological Preparations
DB13566,Antihistamines for Systemic Use
DB13567,Anthelmintics
DB13567,Anticestodals
DB13567,Antiparasitic Agents
DB13567,"Antiparasitic Products, Insecticides and Repellents"
DB13567,Ketones
DB13568,"Compounds used in a research, industrial, or household setting"
DB13568,Contrast Media
DB13568,Diagnostic Uses of Chemicals
