synonym_id,synonym
SYN43718,"L-valine, l-arginyl-l-leucyl-l-phenylalanyl-l-phenylalanyl-l-tyrosyl-l-arginyl-l-lysyl-l-seryl-"
SYN43719,Telomerase-specific vaccine VX-001 TERT-572
SYN43720,VX-001 component TERT-572
SYN43721,Autologous lymphoma-derived immunoglobulin idiotype antigen vaccine conjugated to keyhole limpet hemocyanin
SYN43722,BiovaxID
SYN43723,Dasiprotimut-T
SYN43724,L-Arg
SYN43725,L-arginine
SYN43726,CNDO-109-AANK Cells
SYN43727,CNDO-109-activated allogeneic natural killer cells
SYN43728,CNDO-109-activated allogeneic NK cell therapy
SYN43729,CNDO-109-NK
SYN43730,CNDO-109-NK cells
SYN43731,Polyinosinic-polycytidylic acid/inactivated rabies virus
SYN43732,Yivyka
SYN43733,G305
SYN43734,"5'-cytidylic acid, homopolymer, complex with 5'-inosinic acid homopolymer (1:1), compd. with cellulose carboxymethyl ether and l-lysine homopolymer"
SYN43735,"5'-inosinic acid, homopolymer, complex with 5'-cytidylic acid homopolymer (1:1), compd. with cellulose carboxymethyl ether and l-lysine homopolymer"
SYN43736,Hiltonol
SYN43737,"L-lysine, homopolymer, compd. with cellulose carboxymethyl ether and 5'-inosinic acid homopolymer complex with 5'-cytidylic acid homopolymer"
SYN43738,Poly iclc
SYN43739,Poly-IC with poly-lysine
SYN43740,Poly-ICLC
SYN43741,Poly(ICLC)
SYN43742,polyinosinic-polycytidilic acid (Poly-ICLC)
SYN43743,Cotsiranib tgf-.beta.1 si-rna free acid component
SYN43744,"Rna, (a-g-a-a-g-u-u-g-g-c-a-u-g-g-u-a-g-c-c-c-u-u-g-g-g), complex with rna (c-c-c-a-a-g-g-g-c-u-a-c-c-a-u-g-c-c-a-a-c-u-u-c-u) (1:1)"
SYN43745,Stp-705 component tgf-.beta.1 si-rna free acid
SYN43746,Tgf-.beta.1 si-rna free acid component of cotsiranib
SYN43747,Lixadesiran
SYN43748,"Rna, (a-c-a-u-c-a-u-c-a-g-a-c-c-a-g-g-c-a-c-c-a-g-a-c-c), complex with rna (g-g-u-c-u-g-g-u-g-c-c-u-g-g-u-c-u-g-a-u-g-a-u-g-u) (1:1)"
SYN43749,Stp-705 component anti-cox2 si-rna free acid
SYN43750,Coxsackievirus A21
SYN43751,Enterovirus human enterovirus C serogroup coxsackievirus serotype A21
SYN43752,Gebasaxturev
SYN43753,Human coxsackievirus A21
SYN43754,"2-pyridinamine, 5-fluoro-4-(4-fluoro-2-methoxyphenyl)-n-(4-(((s(s))-s-methylsulfonimidoyl)methyl)-2-pyridinyl)-"
SYN43755,Enitociclib
SYN43756,"1,3-benzenedisulfonic acid, 4-(((1,1-dimethylethyl)oxidoimino)methyl)-"
SYN43757,"2,4-disulfonyl-.alpha.-phenyl-tert-butylnitrone"
SYN43758,"4-(((1,1-dimethylethyl)imino)methyl)benzene-1,3-disulfonate n-oxide"
SYN43759,"4-(((1,1-dimethylethyl)imino)methyl)benzene-1,3-disulphonate n-oxide"
SYN43760,"4-(((1,1-dimethylethyl)oxidoimino)methyl)-1,3-benzenedisulfonic acid"
SYN43761,"4-tert-butyliminomethyl)benzene-,3-disulfonate n-oxide"
SYN43762,"4-tert-butyliminomethyl)benzene-,3-disulphonate n-oxide"
SYN43763,Disufenton
SYN43764,4-methylbenzenesulfonamide
SYN43765,4-toluenesulfonamide
SYN43766,"Benzenesulfonamide, 4-methyl-"
SYN43767,P-methylbenzenesulfonamide
SYN43768,p-Toluenesulfonamide
SYN43769,P-toluenesulfonylamide
SYN43770,P-tosylamide
SYN43771,Para-toluenesulfonamide
SYN43772,Tolbutamide impurity a
SYN43773,Toluene-4-sulphonamide
SYN43774,"Toluenesulfonamide, p-"
SYN43775,"L-leucine, l-tyrosyl-l-seryl-"
SYN43776,L-tyrosine-l-serine-l-leucine
SYN43777,Dna plasmid containing genes coding for the human interleukin 12 (il-12) p35 and p40 subunits that are separated by an internal ribosomal entry site (ires) and under the control of a single cytomegalovirus (cmv) promoter
SYN43778,Dna plasmid encoding interleukin-12 ino-9012
SYN43779,DNA Plasmid Vector encoding IL-12 (pUMVC3-hIL-12-NGVL331)
SYN43780,Pumvc3-hil
SYN43781,pUMVC3-hIL-12-NGVL331
SYN43782,Tavokinogene telseplasmid
SYN43783,"DNA-lipid complex (DMRIE/DOPE)/plasmid vector (VCL-1102, Vical) expressing human interleukin-2"
SYN43784,Leuvectin
SYN43785,"(2rs,3sr)-3-((2-nitroimidazol-1-yl)methoxy)butane-1,2,4-triol"
SYN43786,"1,2,4-butanetriol, 3-((2-nitro-1h-imidazol-1-yl)methoxy)-, (2r,3s)-rel-"
SYN43787,GD2-GD3 Vaccine
SYN43788,MV Neuro
SYN43789,"Benzamide, n-hydroxy-4-(5-((4-methoxyphenyl)amino)-1,3,4-oxadiazol-2-yl)-"
SYN43790,"N-hydroxy-4-(5-((4-methoxyphenyl)amino)-1,3,4-oxadiazol-2-yl)benzamide"
SYN43791,IKT-001Pro
SYN43792,Methanesulfonate-1-sec-butoxycarbonyloxymethyl-1-methyl-4-{4-[4-methyl-3-(4-pyridin-3-yl-pyrimidin-2-ylamino)-phenylcarbamoyl]-benzyl}-piperazin-1-ium
SYN43793,1-dodecylazacycloheptan-2-one
SYN43794,1-dodecylhexahydro-2h-azepin-2-one
SYN43795,1-n-dodecylazacycloheptan-2-one
SYN43796,"2h-azepin-2-one, 1-dodecylhexahydro-"
SYN43797,Azone
SYN43798,N-dodecyl-.epsilon.-caprolactam
SYN43799,14-o-phosphonooxymethyltriptolide disodium salt
SYN43800,Minnelide
SYN43801,"Trisoxireno(4b,5:6,7:8a,9)phenanthro(1,2-c)furan-1(3h)-one, 3b,4,4a,6,6a,7a,7b,8b,9,10-decahydro-8b-methyl-6a-(1-methylethyl)-6-((phosphonooxy)methoxy)-, sodium salt (1:2), (3bs,4as,5ar,6r,6as,7as,7bs,8as,8bs)-"
SYN43802,Haem arginate
SYN43803,Heme arginate
SYN43804,Hepcortespenlisimut-L
SYN43805,Hepko-V5
SYN43806,212Pb-dotamtate
SYN43807,Alphamedix
SYN43808,Dotamtate lead Pb-212
SYN43809,Dotamtate Pb-212
SYN43810,Lead-212 dotamtate
SYN43811,BCMA-CS1 cCAR T cell therapy
SYN43812,CAR BCMA-CS1
SYN43813,Leu-Lys-Gly-Gln-Leu-Arg-Cys-Ile
SYN43814,NH2-LKGQLRCI-C02H
SYN43815,BC-IL
SYN43816,Leukocyte interleukin
SYN43817,Liposomal N-acetylglucosminyl-N-acetylmuramly-L-Ala-D-isoGln-L-Ala-gylceroldipalmitoyl
SYN43818,Liposome-incorporated DTP-GDP
SYN43819,Belzupacap Sarotalocan
SYN43820,Belzupacap serotalocan
SYN43821,Human papillomavirus virus-like particles conjugated with ir700 dye au-011
SYN43822,Light-activated au-011
SYN43823,Viral nanoparticle conjugates au-011
SYN43824,TPIV-200
SYN43825,TPIV200
SYN43826,TPIV200/huFR-1
SYN43827,Aroplatin
SYN43828,"cis-bis-neodecanoato-trans-R,R-1,2-diaminocyclohexane-Pt (II)"
SYN43829,L-NDDP
SYN43830,"Liposomal-cis-bis-neodecanoato-trans-R,R-1,2-diaminocyclohexane-Pt (II)"
SYN43831,"Dna, d(a-t-a-t-t-t-g-g-c-g-a-t-g-g-c-t-t-c)"
SYN43832,L-grb-2 antisense
SYN43833,Liposomal grb2 antisense oligonucleotide
SYN43834,Liposome-incorporated grb2 antisense oligodeoxynucleotide
SYN43835,Prexigebersen
SYN43836,ANTI-CD37 MONOCLONAL ANTIBODY BI 836826
SYN43837,BI 836826
SYN43838,Listeria monocytogenes strain attenuated strain CRS-207
SYN43839,Live-attenuated Listeria monocytogenes actA/inlB/human mesothelin (hMeso) Strain hMeso38
SYN43840,Bacterium monocytogenes hominis whole
SYN43841,Bacterium monocytogenes whole
SYN43842,Listeria monocytogenes
SYN43843,Listeria monocytogenes whole
SYN43844,ADXS 31164
SYN43845,ADXS-HER2 construct vaccine
SYN43846,ADXS31164
SYN43847,Delolimogene mupadenorepvec
SYN43848,Dna (synthetic human adenovirus 5/35 vector load703 human cd137 ligand and trimerized membrane-bound isoleucine zipper-containing human cd40 ligand-specifying)
SYN43849,177Lu-3BP-227
SYN43850,177Lu-DOTA-3BP-227
SYN43851,177Lu-DOTA-IPN01087
SYN43852,177Lu-IPN01087
SYN43853,Lutetium Lu 177 DOTA-3BP-227
SYN43854,Lutetium Lu 177 DOTA-IPN01087
SYN43855,Lutetium Lu 177 zalsenertant tetraxetan
SYN43856,Zalsenertant tetraxetan lutetium Lu-177
SYN43857,Lutetium-177 labeled humanized monoclonal antibody targeting leucine rich repeat containing 15 (LRRC15)
SYN43858,Radiolabelled DUNP19
SYN43859,"Autologous dendritic cells loaded with antigen from self-renewing, proliferating autologous irradiated tumour cells, in a solution of granulocyte-macrophage colony stimulating factor (GM-CSF)"
SYN43860,Eltrapuldencel
SYN43861,Eltrapuldencel-T
SYN43862,Onamelatucel-L
SYN43863,Imvotamab
SYN43864,Inalimarev
SYN43865,Falimarev
SYN43866,Indium In-111 altumomab pentetate
SYN43867,Indium-111 Pentetreotide
SYN43868,Indolino-benzodiazepine compound (sulfonated DGN549-C) conjugated to the humanized anti-CD123 monoclonal antibody (G4723A)
SYN43869,MGN 4893
SYN43870,MGN4893
SYN43871,DPX-Survivac
SYN43872,Maveropepimut S
SYN43873,Maveropepimut-S
SYN43874,MVP-S
SYN43875,ENB 003
SYN43876,ENB003
SYN43877,sodium bispiperidine-carboxamido-dimethylpenatnamido-methoxycarbonyl-indol-propanamidohexanoate
SYN43878,"1-tetradecanaminium, n,n,n-trimethyl-"
SYN43879,"Ammonium, trimethyltetradecyl-"
SYN43880,Myristyltrimethylammonium
SYN43881,Tetradecyltrimethylammonium
SYN43882,Tetradonium
SYN43883,Tetradonium cation
SYN43884,Tetradonium ion
SYN43885,Trimethyltetradecylammonium
SYN43886,123b-33bcCAR
SYN43887,CD123-CD33cCAR T-cells
SYN43888,ICG 136
SYN43889,ICG136
SYN43890,ICG136:CD123-CD33cCAR T-cells
SYN43891,Bizaxofusp
SYN43892,Il-4 pseudomonas toxin fusion protein (il-4(38-37)-pe38kdel)
SYN43893,Il4-pseudomonas exotoxin fusion protein mdna55
SYN43894,IL4(38-37)-PE38KDEL
SYN43895,MORAb 066
SYN43896,TNT-1
SYN43897,Anti-cea/cd3 bispecific antibody ro6958688
SYN43898,Cea cd3 tcb
SYN43899,CEA TCB
SYN43900,Cibisatamab
SYN43901,Humanized immunoglobulin g1 (igg1) t-cell bispecific (tcb) antibody targeting carcinoembryonic antigen (cea) and cd3 epsilon chain (cd3e) on t-cells
SYN43902,Autologous dendritic cells pulsed with recombinant human fusion protein (MUCIN1 and Glutathione S Transferase) coupled to oxidized polymannose
SYN43903,CVac
SYN43904,"L-leucine, l-tyrosyl-l-methionyl-l-phenylalanyl-l-prolyl-l-asparaginyl-l-alanyl-l-prolyl-l-tyrosyl-"
SYN43905,Tyr-met-phe-pro-asn-ala-pro-tyr-leu
SYN43906,Ser-gly-gln-ala-tyr-met-phe-pro-asn-ala-pro-tyr-leu-pro-ser-cys-leu-glu-ser
SYN43907,Arg-ser-asp-glu-leu-val-arg-his-his-asn-met-his-gln-arg-asn-met-thr-lys-leu
SYN43908,Pro-gly-cys-asn-lys-arg-tyr-phe-lys-leu-ser-his-leu-gln-met-his-ser-arg-lys-his-thr-gly
SYN43909,Humanized Anti-Globo H Monoclonal Antibody Monomethyl Auristatin E Conjugate
SYN43910,OBI 999
SYN43911,OBI999
SYN43912,AMG-424
SYN43913,AMG424
SYN43914,Humanized Bi-Specific Xmab(R) T Cell Recruiting Antibody Construct Directed Against Cd3 And Cd38
SYN43915,Soluble receptor fused to part of an antibody that is designed to block the growth factor activin a
SYN43916,STM 217
SYN43917,STM217
SYN43918,"Immunoglobulin G1, anti-(human B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1, Bp35, leukocyte surface antigen Leu-16, membrane-spanning 4-domains subfamily A member 1))"
SYN43919,Ocaratuzumab
SYN43920,Human major histocompatibility complex (MHC) non-restricted T-cell line 104
SYN43921,TALL 104
SYN43922,TALL104
SYN43923,Autologous DNP-conjugated tumour vaccine
SYN43924,DNP-VACC
SYN43925,M Vax
SYN43926,M-Vax
SYN43927,MVax
SYN43928,"AUTOLOGOUS CD4+ AND CD8+ T CELLS, ENRICHED FROM PERIPHERAL BLOOD MONONUCLEAR CELLS (PBMCS) OBTAINED BY APHERESIS TRANSDUCED EX VIVO WITH A NON-REPLICATING, SELF-INACTIVATING (SIN) LENTIVIRAL VECTOR, ENCODING A CHIMERIC ANTIGEN RECEPTOR (CAR) CONSISTING O"
SYN43929,Obe-cel
SYN43930,"SELF-INACTIVATING LENTIVIRAL VECTOR CONSISTING OF 5' FUSION BETWEEN THE CMV PROMOTER AND HIV LTR, WHERE THE CMV PROMOTER REPLACES THE U3 REGION. PACKAGING SIGNAL (.PSI.), THE REV RESPONSIVE ELEMENT (RRE) AND THE CENTRAL POLYPURINE TRACT (CPPT) ARE RETAIN"
SYN43931,AUTO 3
SYN43932,AUTO3
SYN43933,SynKIR-110
SYN43934,SynKIR-meso
SYN43935,SynKIR-meso CAR-T cells
SYN43936,Gavo-cel
SYN43937,Gavocabtagene autoleucel
SYN43938,LioCyx-M004
SYN43939,mRNA HBV/TCR T-cells
SYN43940,autologous human adipose perivascular stromal cells genetically modified to secrete soluble tumour necrosis factor-related apoptosis-inducing ligand
SYN43941,TBX 3400
SYN43942,Autologous T-cells transfected with PiggyBac transposon plasmid vector expressing B-cell maturation antigen (CAR-T cells)
SYN43943,HRBMP4
SYN43944,Human Recombinant Bone Morphogenetic Protein 4
SYN43945,R-HBMP4
SYN43946,RECOMBINANT HUMAN BONE MORPHOGENETIC PROTEIN 4
SYN43947,Ferritarg P
SYN43948,Yttrium (90Y) Antiferritin Polyclonal Antibodies
SYN43949,Humax-cd4
SYN43950,"IMMUNOGLOBULIN, ANTI-(HUMAN CD4 ANTIGEN) (HUMAN MONOCLONAL 6G5 HEAVY CHAIN), DISULPHIDE WITH HUMAN MONOCLONAL 6G5 LIGHT CHAIN, DIMER"
SYN43951,Zanolimumab
SYN43952,Anti-icam-1 monoclonal antibody bi-505
SYN43953,Bersanlimab
SYN43954,"Immunoglobulin g1-lambda, anti-(homo sapiens icam1(intercellular adhesion molecule 1, icam-1, cd54)), human monoclonal antibody"
SYN43955,"Immunoglobulin g1, anti-(human intercellular adhesion molecule icam-1) (human monoclonal bi-505 .gamma.1-chain), disulfide with monoclonal bi-505 light-chain, dimer"
SYN43956,T3011
SYN43957,(-)-Gossypol
SYN43958,"(r)-2,2'-bis(8-formyl-1,6,7-trihydroxy-5-isopropyl-3-methylnaphthalene)"
SYN43959,(R)-Gossypol
SYN43960,Gossypol r-form
SYN43961,"Gossypol, (r)-"
SYN43962,"Gossypol, r-"
SYN43963,R-(-)-gossypol
SYN43964,BXQ-350
SYN43965,Saposin C
SYN43966,SAPOSIN C (NON-GLYCOSYLATED)
SYN43967,SAPOSIN C RECOMBINANT
SYN43968,Instiladrin
SYN43969,Nadofaragene firadenovec
SYN43970,Nadofaragene firadenovec-vncg
SYN43971,RAD-IFN
SYN43972,RAD-IFN-2B
SYN43973,"Replication-deficient adenovirus type 5 (ad5) vector encoding the human interferon alpha 2 (ifna2, interferon alpha-2b) gene under the control of the cytomegalovirus (cmv) immediate-early enhancer/promoter"
SYN43974,SCH-209702/SCH-721015
SYN43975,AUM 601
SYN43976,AUM601
SYN43977,CHC 2014
SYN43978,HL 5101
SYN43979,NOV 1601
SYN43980,"4-((7h-pyrrolo (2,3-d)pyrimidin-4-yl)amino)-n-(4-((4-methylpiperazin-1-yl)methyl)phenyl)-1h-pyrazole-3-carboxamide"
SYN43981,"4-(5-(2-Chlorophenyl)-3-Methyl-2,10-Dihydropyrazolo[4,3-B] Pyrido[4,3-E][1,4]Diazepin-8-Yl) Morpholine"
SYN43982,"5-(2-chlorophenyl)-3-methyl-8-(morpholin-4-yl)-1,10-dihydropyrazolo[4,3-b]pyrido[4,3-e][1,4]diazepine"
SYN43983,"Pyrazolo(4,3-b)pyrido(4,3-e)(1,4)diazepine, 5-(2-chlorophenyl)-1,2-dihydro-3-methyl-8-(4-morpholinyl)-"
SYN43984,Tinengotinib
SYN43985,Lipotecan
SYN43986,Lipothecan free base
SYN43987,"Propanoic acid, 2-(((2,4,5,7-tetranitro-9h-fluoren-9-ylidene)amino)oxy)-, (4s)-10-((dimethylamino)methyl)-4-ethyl-3,4,12,14-tetrahydro-9-hydroxy-3,14-dioxo-1h-pyrano(3',4':6,7)indolizino(1,2-b)quinolin-4-yl ester"
SYN43988,129Xe
SYN43989,hyperpolarized 129Xe
SYN43990,Xenon xe-129m
SYN43991,Xenon-129m
SYN43992,"Xenon, isotope of mass 129"
SYN43993,"Xenon, isotope of mass 129m(8.88 d)"
SYN43994,"Xenon, xe-129m"
SYN43995,"4-[[(1S)-1-(4,8-dichloro-1-oxo-2-phenylisoquinolin-3-yl)ethyl]amino]-8H-pyrido[2,3-d]pyrimidin-5-one"
SYN43996,"4-{[(2R,3S,4R,5S)-4-(4-Chloro-2-Fluoro-Phenyl)-3-(3-Chloro-2-Fluoro-Phenyl)-4-Cyano-5-(2,2-Dimethyl-Propyl)-Pyrrolidine-2-Carbonyl]-Amino}-3-Methoxy-Benzoic Acid"
SYN43997,WTx-Bortezomib
SYN43998,Vinblastine N-oxide
SYN43999,Trastuzumab vedotin
SYN44000,DCLL 9718S
SYN44001,DCLL-9718S
SYN44002,DCLL9718S
SYN44003,"THIOMAB antibody drug conjugate comprised of humanized IgG1 anti-C-type lectin-like molecule-1 monoclonal antibody and DNA alkylating cross-linking agent pyrrolo [2,1-c][1,4] benzodiazepine dimer"
SYN44004,Vixtimotamab
SYN44005,"2-(4-(4-((1-(107- (4-(fluorophenyl)methoxy)-polyethyleneglycol36))-1H-1,2,3-triazol-4-yl)methoxy)-3,5- diiodophenoxy)-3,5-diiodophenyl)acetic acid"
SYN44006,fb-PMT
SYN44007,"O,O'-Bis({4-[3,5-diiodo-4-(1-methylene-1,2,3-triazol-4-ylmethoxy)phenoxy]-3,5-diiodophenyl}acetic acid)polyethylene glycol"
SYN44008,"O,O′-Bis({4-[3,5-diiodo-4-(1-methylen-1,2,3-triazol-4-ylmethoxy)phenoxy]-3,5-diiodophenyl}acetic acid) polyethylene glycol"
SYN44009,3D-185 free base
SYN44010,"Benzamide, N-(6-(2,6-dichloro-3,5-dimethoxyphenyl)-1H-pyrazolo(3,4-B)pyridin-3-yl)-4-(3,3-dimethyl-1-piperazinyl)-"
SYN44011,BNZ-1
SYN44012,BNZ132-1
SYN44013,BNZ132-1-40
SYN44014,EQ 101
SYN44015,EQ-101
SYN44016,EQ101
SYN44017,SurVaxM
SYN44018,SVN53-67/M57-KLH peptide vaccine
SYN44019,AVA-6000 (FAP-activated doxorubicin prodrug)
SYN44020,"N-[(2R)-1-[(2S)-2-[(3-hydroxy-2-methyl-6-{[(3S)-3,5,12-trihydroxy-3-(2-hydroxyacetyl)-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl]oxy}oxan-4-yl)carbamoyl]pyrrolidin-1-yl]-1-oxopropan-2-yl]pyridine-4-carboxamide"
SYN44021,"N-hydroxy-4-((4-((((1R,2S)-2-phenylcyclopropyl) amino)methyl)-1H-pyrazol-1-yl)methyl)benzamide hydrogen bromide"
SYN44022,Belagenpumatucel-L (NCI H-520)
SYN44023,Belagenpumatucel-L (RH 2)
SYN44024,Belagenpumatucel-L (SK-LU-1)
SYN44025,Synthetic Signal Peptide Of Human Mucin-1 (Amino Acids 1-21)
SYN44026,Recombinant antibody construct against human CD30 and CD16A
SYN44027,Autologous Activated T Lymphocytes (ATL)
SYN44028,LuLym-T
SYN44029,Recombinant human monoclonal IgM antibody targeting glucose regulated protein 78
SYN44030,Borocaptate
SYN44031,"BQ-788 free acid, di(methyl-d)-"
SYN44032,"D-norleucine, n-((cis-2,6-di(methyl-d)-1-piperidinyl)carbonyl)-4-methyl-l-leucyl-1-(methoxycarbonyl)-d-tryptophyl-"
SYN44033,Vodudeutentan
SYN44034,FANG
SYN44035,Gemogenovatucel-T
SYN44036,Recombinant humanized IgG1 anti-HER2 monoclonal antibody conjugated to Duostatin-5
SYN44037,OH2 injection
SYN44038,Recombinant Oncolytic Herpes Simplex Virus Type II (OH2) Therapeutic Injection (Vero Cell) for Human Use
SYN44039,rHSV2hGM-CSF
SYN44040,SCH 58500
SYN44041,SCH58500
SYN44042,AAV AQP1
SYN44043,AAV-AQP1
SYN44044,AAV2hAQP1
SYN44045,"Benzoic acid, 4-((15-oxoretin-15-yl)amino)-"
SYN44046,N-4-carboxyphenylretinamide
SYN44047,Retinamide (rii)
SYN44048,"Retinamide, n-(4-carboxyphenyl)-"
SYN44049,Rii-retinamide
SYN44050,S-3-[3-amino-phthalimido]-glutarimide
SYN44051,VEGFR-2 DNA vaccine VXM01
SYN44052,"1(2h)-isoquinolinone, 4-(2-(cyclopropylmethoxy)-5-(methylsulfonyl)phenyl)-2-methyl-"
SYN44053,4-(2-(cyclopropylmethoxy)-5-methylsulfonylphenyl)-2-methylisoquinolin-1-one
SYN44054,Bet inhibitor cc-90010
SYN44055,Trotabresib
SYN44056,Ba-302 conjugated to monomethyl auristatin e
SYN44057,Ozuriftamab vedotin
SYN44058,Proliferation arrested myelomonocytic leukemic cell line-derived cells with a mature dendritic cell phenotype
SYN44059,MVA-BN-Brachyury
SYN44060,MVA-BN-Brachyury Prime Vaccine
SYN44061,MVA-BN-brachyury-TRICOM vaccine
SYN44062,BN‐Brachyury vaccine
SYN44063,Deoxynucleogen
SYN44064,(S)-YK-4-279
SYN44065,"4,7-dichloro-3-hydroxy-3-[2-(4-methoxyphenyl)-2-oxoethyl]-1H-indol-2-one"
SYN44066,Efdispo
SYN44067,Anti-AML/SCCL-trigger monoclonal antibody
SYN44068,Anti-CD15 monoclonal antibody PM-81
SYN44069,MDX 11
SYN44070,Monoclonal antibody PM-81
SYN44071,CypCaps
SYN44072,Cytochrome P450 isoform 2B1 gene transfected human embryonic kidney 293 cells encapsulated in polymeric cellulose sulphate
SYN44073,"Autologous, DNP-Modified Ovarian Cancer Vaccine"
SYN44074,Dinitrophenyl-Modified autologous tumor vaccine
SYN44075,DNP-Modified autologous tumor vaccine
SYN44076,O-Vax
SYN44077,Herpes simplex type 1 virus containing cellular B-myb gene as tumor-specific promoter
SYN44078,Myb 34.5
SYN44079,Myb-34.5
SYN44080,EBV-induced natural T cell [EBViNT Cell]
SYN44081,EBViNT
SYN44082,Allovectin
SYN44083,Allovectin-7
SYN44084,Allovectin-7(r)
SYN44085,Human Papilloma Virus (HPV) Type 16 E6/e7 Synthetic Long Peptide (SLP) Vaccine Component D-3082-L
SYN44086,ISA101 component D-3082-L
SYN44087,ISA101B component D-3082-L
SYN44088,Human Papilloma Virus (HPV) Type 16 E6/E7 Synthetic Long Peptide (SLP) Vaccine Component L-3972-T
SYN44089,ISA101B component L-3972-T
SYN44090,"IMMUNOGLOBULIN G1 (DE-450-LYSINE), ANTI-(HUMAN TYROSINE KINASE RECEPTOR AXL) (HUMAN-MUS MUSCULUS MONOCLONAL BA301 .GAMMA.1-CHAIN), DISULFIDE WITH HUMAN-MUS MUSCULUS MONOCLONAL BA301 .KAPPA.-CHAIN, DIMER, THIOETHER WITH N-(((4-((N-(6-(3-MERCAPTO-2,5-DIOXO"
SYN44091,Mecbotamab vedotin
SYN44092,Humanized IgG1kappa monoclonal antibody (anti-HER2 antibody) conjugated to eribulin
SYN44093,F6-734
SYN44094,Iodine I 131 Lym-1 Monoclonal Antibody
SYN44095,Monoclonal antibody LYM-1-I-131
SYN44096,Murine MAb (Lym-1) and Iodine 131-I radiolabeled murine MAb (Lym-1) to human B-cell lymphoma
SYN44097,Oncolym
SYN44098,Erfonrilimab
SYN44099,human IgG4-based anti-CD3 x anti-BCMA bispecific monoclonal antibody that binds to CD3 and BCMA
SYN44100,Linvoseltamab
SYN44101,Maytansin-loaded anti-ceacam5 mab
SYN44102,Tusamitamab ravtansine
SYN44103,Anacaulase
SYN44104,Anacaulase-bcdb
SYN44105,Albumin-stabilized nanoparticle (130 nm)
SYN44106,"Immunoglobulin g4 (228-proline), anti-(human programmed cell death protein 1) (human-mus musculus monoclonal hlx10 .gamma.4-chain), disulfide with human-mus musculus monoclonal hlx10 .kappa.-chain, dimer"
SYN44107,Serplulimab
SYN44108,Boserolimab
SYN44109,"Immunoglobulin G1-kappa, anti-(homo sapiens CD27 (TNFRSF7, tumor necrosis factor receptor (TNFR) superfamily member 7))"
SYN44110,Cdk4/6 inhibitor shr6390
SYN44111,Dalpiciclib
SYN44112,"Pyrido(2,3-d)pyrimidin-7(8h)-one, 6-acetyl-8-cyclopentyl-5-methyl-2-((5-(4-piperidinyl)-2-pyridinyl)amino)-"
SYN44113,Inetetamab
SYN44114,Neoantigen specific TCR-T cell therapy
SYN44115,Therapeutic allogeneic lymphocytes
SYN44116,CD8 enriched young TIL
SYN44117,CD8+ enriched young tumor infiltrating lymphocytes
SYN44118,telomerase: 540-548 peptide vaccine
SYN44119,gp209-2M antigen
SYN44120,haNK
SYN44121,High-affinity CD16-expressing natural killer cell therapy
SYN44122,"NK-92 [CD16.158V, ER IL-2]"
SYN44123,Allogeneic gene-edited CAR T cells UCART22
SYN44124,Allogeneic TALEN gene-edited CAR T-Cells UCART22
SYN44125,Allogenic engineered T cells expressing anti-CD22 CAR UCART22
SYN44126,Human IL-15
SYN44127,Interleukin-15
SYN44128,"Interleukin-15, human recombinant"
SYN44129,rhIL-15
SYN44130,B-glucan PGG
SYN44131,Imprime PGG
SYN44132,Odetiglucan
SYN44133,PGG B-glucan
SYN44134,Disomotide
SYN44135,Gp-100:209-217(210m) peptide
SYN44136,Gp100:209-217(210m) peptide
SYN44137,"L-valine, l-isoleucyl-l-methionyl-l-.alpha.-aspartyl-l-glutaminyl-l-valyl-l-prolyl-l-phenylalanyl-l-seryl-"
SYN44138,LP 2307
SYN44139,LP2307
SYN44140,"(s)-5-amino-3-(4-((5-fluoro-2-methoxybenzamido)methyl)phenyl)-1-(1,1,1-trifluoropropan-2-yl)-1h-pyrazole-4-carboxamide"
SYN44141,"1h-pyrazole-4-carboxamide, 5-amino-3-(4-(((5-fluoro-2-methoxybenzoyl)amino)methyl)phenyl)-1-((1s)-2,2,2-trifluoro-1-methylethyl)-"
SYN44142,"5-amino-3-(4-((5-fluoro-2-methoxybenzamido)methyl)phenyl)-1-((2s)-1,1,1-trifluoropropan-2-yl)-1h-pyrazole-4-carboxamide"
SYN44143,Pirtobrutinib
SYN44144,Benmelstobart
SYN44145,"gamma1 heavy chain humanized (1-446) [VH (Homo sapiens IGHV2-5*01 (78.6%) -(IGHD) -IGHJ4*01 (100%), CDR-IMGT [8.7.10] (26-33.51-57.96-105)) (1-116)-Homo sapiens IGHG1*01, G1m17,1 CH1 K120, CH3 D12, L14, G1v66 CH2 A27 (CH1 K120(213) (117-214), hinge 1-15"
SYN44146,"Immunoglobulin G1 [264-alanine], anti-(human programmed death-ligand 1) (human-Mus musculus monoclonal CBT-502 γ1-chain), disulfide with human-Mus musculus monoclonal CBT-502 κ-chain, dimer"
SYN44147,Exlinkibart
SYN44148,"Immunoglobulin G1 (de-236-glycine,267-glutamic acid,de-C-terminal lysine), anti-(human tumor necrosis factor receptor TNFRSF9) (human-mus musculus monoclonal lvgn6051 .hamma.1-chain), disulfide with human-mus musculus monoclonal lvgn6051 .kappa.-chain, dimer"
SYN44149,Incomplete Freund's adjuvant
SYN44150,Montanide ISA 51
SYN44151,Montanide ISA 51 VG
SYN44152,Montanide ISA-51
