drug_id,toxicity,indication_text
DB14724,There are no reported effects in male or female reproductive organs after an 8- or 13-week repeat-dose toxicity study in animals.[L53648],"Emapalumab is indicated for the treatment of pediatric and adult patients with primary hemophagocytic lymphohistiocytosis (HLH) with refractory, recurrent or progressive disease or intolerance to conventional HLH therapy.[L53648] It is additionally indicated for the treatment of adult and pediatric (newborn and older) patients with HLH/macrophage activation syndrome (MAS) in known or suspected Still’s disease, including systemic Juvenile Idiopathic Arthritis (sJIA), with an inadequate response or intolerance to glucocorticoids, or with recurrent MAS. [L53648]

"
DB14725,,
DB14726,,
DB14727,,
DB14728,,
DB14729,,
DB14730,"Pancreatitis, hepatotoxicity, hemorrhage, and thrombosis have been observed with calaspargase pegol use [FDA label].
 
**Pancreatitis**:
Discontinue this drug in patients with pancreatitis, and monitor blood glucose.  

**Hepatotoxicity**:
Hepatic function should be tested regularly, and trough levels of this drug should be measured during the recovery phase of the drug cycle [FDA label]. 

**Hemorrhage or Thrombosis**: Discontinue this drug in serious or life-threatening hemorrhage or thrombosis. In cases of hemorrhage, identify the cause of hemorrhage and treat appropriately. Administer anticoagulant therapy as indicated in thrombotic events [FDA label].

**A note on hypersensitivity**:

Observe the patient for 1 hour after administration of calaspargase pegol for possible hypersensitivity [FDA label]. In cases of previous hypersensitivity to this drug, discontinue this drug immediately.

**Lactation:** Advise women not to breastfeed while taking this drug [FDA label].

**Pregnancy**: There are no available data on the use of calaspargase pegol in pregnant women to confirm a risk of drug-associated major birth defects and miscarriage. Published literature studies in pregnant animals suggest asparagine depletion can cause harm to the animal offspring. It is therefore advisable to inform women of childbearing age of this risk. The background risk of major birth defects and miscarriage for humans is unknown at this time [FDA label].

Pregnancy testing should occur before initiating treatment.  Advise females of reproductive potential to avoid becoming pregnant while taking this drug. Females should use effective contraceptive methods, including a barrier methods, during treatment and for at least 3 months after the last dose. There is a risk for an interaction between calaspargase pegol and oral contraceptives. The concurrent use of this drug with oral contraceptives should be avoided. Other non-oral contraceptive methods should be used in women of childbearing potential [FDA label].
","This drug is is an asparagine specific enzyme indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia in pediatric and young adult patients age 1 month to 21 years [FDA label].

The pharmacokinetics of calaspargase pegol were examined when given in combination with multiagent chemotherapy in 124 patients with B-cell lineage ALL [L4890]. The FDA approval of this drug was based on the achievement and maintenance of nadir serum asparaginase activity above the level of 0.1 U/mL when administering calaspargase, 2500 U/m2 intravenously, at 3-week intervals. "
DB14731,There is limited information regarding acute toxicity and overdosage of tagraxofusp.,"Tagraxofusp is indicated for the treatment of blastic plasmacytoid dendritic cell neoplasm (BPDCN). In the US, it is approved for use in adults and pediatric patients over 2 years old.[L43702] In Europe, it is only approved for use in adults.[L43712]"
DB14732,"Queuine is a natural biochemical that can be found endogenously in the human body [A173830, A173833, A173851]. Although certain studies on mouse models have shown that a deficiency in the agent can have fatal consequences [A173830, A173833, A173851], data regarding toxicity or overdosage of queuine is not readily available or accessible.","Current and on-going research suggests queuine is a natural biochemical compound that can be found endogenously in the human body and plays an essential role in the generation of other critical bodily chemicals including tyrosine, serotonin, dopamine, epinephrine, norepinephrine, nitric oxide, lipids, and others [A173830, A173833, A173851]. Such research subsequently proposes that if queuine could be utilized as a pharmaceutic, that it may be considered a so-called 'putative longevity vitamin' indicated for age-delaying and/or prolonged survival functionality (perhaps via maintaining the ongoing generation of the aforementioned bodily chemicals) for the human body [A173830, A173833, A173851].  "
DB14733,"There are no data regarding overdosage with ceftobiprole medocaril. In cases of suspected overdose, discontinue therapy and institute general symptomatic and supportive treatment. Ceftobiprole can be removed from the circulation via hemodialysis, however no information is available on the use of hemodialysis to treat ceftobiprole overdose.[L50442]","Ceftobiprole medocaril is an antibacterial indicated for the treatment of adult patients with _Staphylococcus aureus_ bloodstream infections (bacteremia) (SAB), including those with right-sided infective endocarditis.[L50442] It is additionally indicated in adult patients with acute bacterial skin and skin structure infections (ABSSSI).[L50442] It is indicated in adult and pediatric patients ≥3 months of age for the treatment of community-acquired bacterial pneumonia (CABP).[L50442] 

In Canada, it is indicated for the treatment of both community- and hospital-acquired pneumonia (excluding ventilator-associated pneumonia).[L50472]"
DB14734,,
DB14735,,
DB14736,,
DB14737,,
DB14738,"At the moment, due to third-party IP agreements, Novo Nordisk will not be able to launch the retail ESPEROCT® (turoctocog alfa pegol) product before 2020 in the USA [F3649]. Subsequently, despite a relative lack of toxicity data - from clinical studies, post-marketing surveillance, or otherwise - general experience with the medication has suggested that it is well tolerated across all age groups and indications, and no safety concerns were identified after more than 5 years of clinical exposure [F3649].","Turoctocog alfa pegol is indicated for use in adults and children with hemophilia A for on-demand treatment and control of bleeding episodes, perioperative management of bleeding, and routine prophylaxis to reduce the frequency of bleeding episodes. It is not indicated for the treatment of von Willebrand disease.[L41000]"
DB14739,,
DB14740,"Data regarding overdose of hyaluronidase is not readily available.[L13338] In the even of an overdose, treat patients with symptomatic and supportive measures.","Hyaluronidase is indicated for subcutaneous fluid administration for hydration, and increasing resorption of radiopaque agents in subcutaneous urography.[L13338] Hyaluronidase is also indicated by multiple routes to increase the dispersion of other injectable drugs.[L13338] "
DB14741,,
DB00781,"Nephrotoxicity can occur in patients as polymyxin B is thought to accumulate in renal cells after renal tubular reabsorption[A176390]. This accumulation can lead to apoptosis of renal cells and decrease in renal function[A176399]. In recent studies, acute kidney injury (AKI) has been seen in 31.3% to 39.4% of patients receiving polymyxin B[A176399].

Overdose cases can cause neuromuscular block leading to apnea, muscular weakness, vertigo, transient facial parasthesia, slurred speed, vasomotor instability, visual disturbance, confusion, psychosis, and respiratory arrest. Renal failure has also been seen through decreased urine output, and increased serum concentrations of blood urea nitrogen.

Overdose of polymyxin B is treated by stopping the drug and beginning symptomatic treatment. Intravenous administration of mannitol may enhance renal clearance, and hemodialysis may manage renal complications.

Safety of polymyxin B has not been established in pregnancy, breast feeding, pediatrics, and geriatrics. Polymyxin B should no be used in pregnancy unless the benefit outweighs the risk. Nursing mothers should either stop nursing or stop polymyxin B treatment depending on the risks to both the mother and child. Pediatric patients should be frequently monitored for renal function and no dosing information is available in children under 2 years of age. Geriatric patients should have renal function assessed before and regularly during therapy.","Polymyxin B is indicated for the treatment of infections of the urinary tract, meninges, and blood stream, caused by susceptible strains of <i>Pseudomonas aeruginosa</i>[L52160]."
DB14743,,
DB14744,,
DB14745,,
DB14746,,
DB14747,,
DB14748,,
DB14749,,
DB14750,,
DB14751,"Studies on carcinogenicity, genotoxicity, animal fertility, fetal development, excretion in breast milk, and use in patients over 65 years have not been performed[FDA Label]. Use in pregnant, breast feeding, or geriatric populations should be avoided as there is a lack of safety data[FDA Label].
Animal reproductive toxicity studies have shown increased incidence of abortion, post implantation loss, fewer viable fetuses, and an increase in fetal skeletal abnormalities[F4054].
Insulin-like growth factor 1 (IGF-1) without insulin-like growth factor binding protein 3 (IGFBP-3) has been shown to not be mutagenic according to the Ames test and have no affect on fertility in rats given 7 times the maximum human recommended dose based on body surface area[FDA Label].
No studies have been performed in patients with impaired renal or hepatic function however these impairments are not expected to significantly affect the pharmacokinetics of Mecasermin rinfabate[F4054].","Mecasermin rinfabate was approved for treatment of severe primary insulin-like growth factor (IGF) deficiency or in patients with GH gene deletion who have developed antibodies to growth hormone (GH)[A176020].
Severe primary IGF-1 deficiency is defined by:[FDA Label]

A) height standard deviation (SD) score less than or equal to 3 SD below normal

B) basal IGF-1 SD score less than or equal to 3 SD below normal

C) normal or above normal levels of growth hormone

In 2007, Insmed (Mecasermin rinfabate's manufacturer) made an agreement with Tercica (Mecasermin's manufacturer) that Mecasermin would no longer be available for this indication but could be developed for non short stature conditions such as severe insulin resistance, myotonic muscular dystrophy, and HIV associated adipose redistribution syndrome[A176125]."
DB14752,,
DB14753,,Used in the treatment of nonprogressive blastomycosis of the skin and other mycoses.
DB14754,"Age, gender, and race do not significantly affect solriamfetol pharmacokinetics and no dose adjustments were made in clinical trials for patients over 65 years[FDA Label].

Patients with renal failure experience increases in half life between 1.2 and 3.9 times that in healthy patients[FDA Label]. 21% of solriamfetol was removed by hemodialysis, however time to peak concentration was not affected[FDA Label].

Solriamfetol is not expected to lead to adverse effects in pregnancy[FDA Label]. Maternal and fetal toxicity was seen in animal studies at ≥4 and 5 times the maximum recommended human dose and teratogenicity was seen at 19 and ≥5 times the maximum recommended human dose[FDA Label].

Breastfed infants should be monitored for adverse reactions such as agitation, insomnia, anorexia, and reduced weight gain as solriamfetol is present in breast milk[FDA Label]. However, there is no currently available data on the effect of solriamfetol in breast milk on breast fed inants[FDA Label].

Safety and effectiveness of solriamfetol in pediatric patients has not been established in clinical studies[FDA Label].

Solriamfetol does not display different safety or effectiveness in geriatric populations[FDA Label].

Dosage adjustments are recommended for patients with eGFR <60mL/min/1.73m^2 and solriamfetol is not recommended for patients with an eGFR <15mL/min/1.73m^2[FDA Label].","Solriamfetol is indicated for treatment of daytime sleepiness associated with obstructive sleep apnea and narcolepsy, but is not a treatment for the underlying airway obstruction in apnea patients[FDA Label][A176534,A176744]."
DB14755,,
DB14756,,
DB14757,,
DB14758,,
DB14759,,
DB14760,,
DB14761,Data regarding overdoses of remdesivir are not readily available.[L13239] Overdoses of other nucleoside analogs like acyclovir can be managed with symptomatic and supportive treatment.[A191472],"Remdesivir is indicated for the treatment of adult and pediatric patients 28 days of age and older and weighing at least 3 kg for coronavirus disease 2019 (COVID-19) infection requiring hospitalization. It is also indicated for the treatment of non-hospitalized patients with mild-to-moderate COVID-19, who are at high risk for progression to severe COVID-19, including hospitalization or death.[L18438, L48056]

Remdesivir was originally granted FDA Emergency Use Authorization (EUA) [L12609] on May 1, 2020, for use in adults and children with suspected or confirmed COVID-19 in a hospital setting with an SpO2 ≤94%.[L13239] Following the FDA approval, this EUA was revised to cover hospitalized pediatric patients between 3.5 and 40 kg, as well as those under 12 years of age that weigh at least 3.5 kg, with suspected or laboratory-confirmed COVID-19.[L13236, L39645]

Under both the on-label and EUA indications, patients not needing invasive mechanical ventilation or extracorporeal membrane oxygenation (ECMO) should be treated for 5 days (including the loading dose on day 1) and may be extended up to 10 days if they do not show improvement. Patients requiring invasive mechanical ventilation or ECMO should be treated for 10 days.[L13239, L18438]

In Europe, remdesivir is approved for the treatment patients ≥4 weeks of age and weighing ≥3 kg with pneumonia requiring supplemental oxygen (low- or high-flow oxygen or other non-invasive ventilation at start of treatment), or who do not require supplemental oxygen and who are at increased risk of progressing to severe COVID-19.[L39645]"
DB14762,The NOAEL was 50 mg/kg in monkeys following intravenous or subcutaneous administration.[L42135] There is no information available regarding the overdose of risankizumab.,"Risankizumab is indicated to treat:

- moderate-to-severe **plaque psoriasis** in adults who are candidates for systemic therapy or phototherapy.[L39885,L44191,L44231]
- active **psoriatic arthritis** in adults.[L39885,L44191,L44231] In Canada and Europe, it may be used alone or in combination with a conventional non-biologic disease-modifying antirheumatic drug (cDMARD) (e.g., methotrexate).[L44191,L44231]
- moderately to severely active **Crohn's disease** in adults.[L39885,L44191,L44231] In Canada, it is used in patients who have had an inadequate response, intolerance, or demonstrated dependence on corticosteroids; or an inadequate response, intolerance, or loss of response to immunomodulators or biologic therapies.[L44191]
- moderately to severely active **ulcerative colitis** in adults.[L50938]"
DB14763,,
DB14764,,The dengue tetravalent vaccine (Qdenga) is indicated for preventing dengue disease in individuals aged 4 years and older.[L52290]
DB14765,,
DB14766,"Based on findings from animal studies, etrasimod may cause fetal harm when administered to a pregnant woman. Available data from reports of pregnancies from the clinical development program with etrasimod are insufficient to identify a drug-associated risk of major birth defects, miscarriage, or other adverse maternal or fetal outcomes. There are risks to the mother and the fetus associated with increased disease activity in women with inflammatory bowel disease during pregnancy, including preterm delivery (before 37 weeks of gestation), low birth weight (less than 2500 g) infants, and small for gestational age at birth.[L48496]

In an embryo-fetal development study in pregnant rats, etrasimod was orally administered at 1, 2, or 4 mg/kg/day (5, 11, and 21 times the exposure at the maximum recommended human dose (MRHD) of 2 mg, based on AUC comparison) during the period of organogenesis, from gestation day 6 to 17. No maternal toxicity was observed up to 21 times the exposure at the MRHD. Increased post-implantation loss with a corresponding decrease in the number of viable fetuses was observed at 4 mg/kg/day (21 times the exposure at the MRHD). Etrasimod-related fetal external and/or visceral malformations were noted at all dose levels (≥5 times the exposure at the MRHD).[L48496]

In an embryo-fetal development study in pregnant rabbits, etrasimod was orally administered at 2, 10, or 20 mg/kg/day (0.8, 6, and 11 times the exposure at the MRHD of 2 mg, based on AUC comparison) during the period of organogenesis, from gestation day 7 to 20. Increased post-implantation loss with a corresponding decrease in the number of viable fetuses was observed at 10 and 20 mg/kg/day (7 and 11 times the exposure at the MRHD). Etrasimod-related fetal malformations including aortic arch defects and fused sternebrae were noted at 10 and/or 20 mg/kg/day (7 and 11 times the exposure at the MRHD). There were no adverse effects on embryofetal development at 2 mg/kg/day (less than the exposure at the MRHD).[L48496]

In a pre-and post-natal development study in rats, etrasimod was orally administered at 0.4, 2, or 4 mg/kg/day (2, 10, and 24 times the exposure at the MRHD of 2 mg, based on AUC comparison) throughout pregnancy and lactation, from gestation day 6 through lactation day 20. Mortality during delivery and impaired maternal performance including increased post-implantation loss, increased number of females with stillborn pups, increased number of stillborn pups per litter, decreased viability index, and/or decreased lactation index was observed at 2 and 4 mg/kg/day (10 and 24 times the exposure at the MRHD). Etrasimod was detected in the plasma of F1 offspring, indicating exposure from the milk of the lactating dam. Decreased pup body weights were observed during the preweaning period at all dose levels (maternal exposures ≥2 times the exposure at the MRHD), and decreased pup viability was observed at 2 and 4 mg/kg/day (maternal exposures 10 and 24 times the exposure at the MRHD). Reduced fertility and reproductive performance including reduction in implantations and increased preimplantation loss in F1 offspring occurred at the highest dose tested (maternal exposures 24 times the exposure at the MRHD).[L48496] 

Oral carcinogenicity studies with etrasimod were conducted in mice and rats. In mice administered etrasimod (2, 6, or 20 mg/kg/day) for up to 104 weeks, there was an increase in hemangiosarcoma and hemangioma in males and females at 6 and 20 mg/kg/day (exposures approximately 42 and 121 times, respectively, the exposure at the MRHD of 2 mg, based on AUC comparison). In rats, oral administration of etrasimod (2, 6, or 20 mg/kg/day) for up to 91 weeks did not result in an increase in tumors (male and female exposures 80 and 179 times, respectively, the exposure at MRHD).[L48496]

Etrasimod was negative in a battery of in vitro (Ames, chromosomal aberration in human peripheral blood lymphocytes) and in vivo (rat micronucleus) assays.[L48496]

Etrasimod administered orally to male rats at 25, 100, or 200 mg/kg/day from pre-mating through mating had no adverse effects on male fertility at exposures up to 467 times the exposure at the MRHD of 2 mg, based on AUC comparison. Etrasimod administered orally to female rats at 1, 2, or 4 mg/kg/day from pre-mating to implantation had no adverse effects on female fertility at exposures up to 21 times the exposure at the MRHD.[L48496]","Etrasimod is indicated for the treatment of moderately to severely active ulcerative colitis (UC) in adults. While it is approved for use in adults in the US,[L48496] etrasimod is approved for use in patients 16 years of age and older who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a biological agent.[L50993]"
DB14767,,
DB14768,,
DB14769,,
DB14770,,
DB14771,,
DB14772,,
DB14773,,
DB14774,,
DB14775,,
DB14776,,
DB14777,,
DB14778,,
DB14779,,
DB14780,,
DB14781,,
DB14782,"Studies to assess the carcinogenic potential of tofersen have not been conducted.[L46108]

Tofersen was negative in in vitro (bacterial reverse mutation and mammalian cell chromosomal aberration) and in vivo (mouse micronucleus) assays.[L46108]

In a study to assess effects on fertility and reproductive function, tofersen (0, 3, 10, 30 mg/kg) was administered every other day to male and female mice prior to and during mating and continuing in females to gestation day (GD) 7. Adverse effects on male reproductive organs (seminiferous tubular degeneration, seminiferous tubule dilatation, spermatid retention, apoptosis of epithelial cells, increased cellular debris in the testes, and hypospermia in the epididymis) were observed at the highest dose tested; however, there were no adverse effects on functional endpoints. Plasma exposure at the no-effect dose (10 mg/kg) for adverse effects on male reproductive organs was approximately 2 times that in humans at the recommended human dose of 100 mg.[L46108]

Subcutaneous administration of tofersen (0, 3, 10, 30 mg/kg) every other day to pregnant mice during the period of organogenesis resulted in no adverse effects on embryofetal development. Plasma exposure at the highest dose tested (30 mg/kg) was approximately 4 times that in humans at the recommended human dose (RHD) of 100 mg.[L46108]

Subcutaneous administration of tofersen (0, 3, 10, 30 mg/kg) every other day to pregnant rabbits during the period of organogenesis resulted in no adverse effects on embryofetal development. Plasma exposure at the highest dose tested (30 mg/kg) was approximately 20 times that in humans at the RHD.[L46108]

Subcutaneous administration of tofersen (0, 3, 10, or 30 mg/kg) every other day to male and female mice prior to and during mating and continuing in females throughout organogenesis resulted in no adverse effects on pre- or postnatal development. Plasma exposures at the highest dose tested (30 mg/kg) were approximately 4 times that in humans at the RHD.[L46108]",Tofersen is indicated for the treatment of amyotrophic lateral sclerosis (ALS) in adults who have a mutation in the superoxide dismutase 1 (SOD1) gene. This indication is approved under accelerated approval based on the reduction in plasma neurofilament light chain (NfL) observed in patients treated with tofersen. Continued approval for this indication may be contingent upon verification of clinical benefit in confirmatory trials.[L46108]
DB14783,"Currently, an MSDS for diroximel fumarate is unavailable. The MSDS for its bioequivalent counterpart, dimethyl fumarate,  indicates an oral LD50 of 2,240 mg/kg in rats.[MSDS]

There is no information regarding overdose on the FDA label for diroximel fumarate. Cases of overdose with its bioequivalent counterpart, dimethyl fumarate, have been reported in the literature, and symptoms reflect the adverse effects of this drug. These symptoms include nausea, vomiting, diarrhea, and flushing, among others.[L9632,L9638] Currently there is no antidote to an overdose with diroximel fumarate or dimethyl fumarate. Symptomatic and supportive management are the only options up to this date if an overdose should occur.[L9638]","Diroximel fumarate is indicated for the treatment of relapsing forms of multiple sclerosis (MS) in adults; specifically active secondary progressive disease and clinically isolated syndrome, as well as relapsing-remitting MS.[L9623,L9629,L9632,L45305]"
DB14784,,
DB14785,,
DB14786,,
DB14787,,
DB14788,,
DB14789,,
DB14790,,
DB14791,,
DB14792,,
DB14793,,
DB14794,,
DB14795,,
DB14796,,
DB14797,,
DB14798,,
DB14799,,
DB14800,,
DB14801,,
DB14802,,
DB14803,,
DB14804,,
DB14805,"There are no data regarding the effects of overdosage with piflufolastat F18. In the event of overdose, the amount of absorbed radiation can be mitigated by administered fluids and encouraging frequent bladder voiding. The use of diuretics to encourage voiding may also be considered.[L34294]",Piflufolastat F18 is indicated for positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with prostate cancer who have suspected metastases and are candidates for initial definitive therapy and for men with a suspected recurrence of prostate cancer based on elevated prostate-specific antigen (PSA) levels by the FDA.[L34294] It is approved by the EMA for the primary staging of patients with high-risk prostate cancer prior to initial curative therapy and for localizing recurrence of prostate cancer in patients with a suspected recurrence based on increasing serum prostate-specific antigen (PSA) levels after primary treatment with curative intent.[L47581]
DB14806,,
DB14807,,
DB14808,,
DB14809,,
DB14810,,
DB14811,"There is no known antidote for isatuximab, nor does there appear to be any clinical experience with overdose.[L12099] Symptoms of overdosage are likely to be consistent with isatuximab's adverse effect profile and may therefore include significant infusion-site reactions, gastrointestinal disturbances, and may increase the risk of infection. Treatment of overdose should involve careful monitoring of the patient and symptomatic and supportive measures as clinically indicated.[L12099]","Isatuximab is indicated for:

- In combination with [pomalidomide] and [dexamethasone] for the treatment of multiple myeloma in adults who have received at least two prior therapies including [lenalidomide] and a proteasome inhibitor.[L12099] 
- In combination with [carfilzomib] and dexamethasone for the treatment of adult patients with relapsed or refractory multiple myeloma who have received 1 to 3 prior lines of therapy.[L12099]
- In combination with [bortezomib], [lenalidomide] and [dexamethasone], for the treatment of adult patients with newly diagnosed multiple myeloma who are not eligible for autologous stem cell transplant. [L52415]"
DB14812,,
DB14813,,
DB14814,,
DB14815,,
DB14816,,
DB14817,,
DB14818,,
DB14819,,
DB14820,,
DB14821,,
DB14822,,
DB14823,,
DB14824,,
DB14825,,
DB14826,,
DB14827,,
DB14828,,
DB14829,,
DB14830,,
DB14831,,
DB14832,,
DB14833,,
DB14834,,
DB14835,,
DB14836,,
DB14838,,
DB14839,,
DB14840,"There is limited information in the literature regarding an overdose with ripretinib, and LD50 information is not readily available.[L13769] Like other kinase inhibitors, an overdose with ripretinib likely results in hematological toxicity, skin toxicity, as well as muscle, liver, and gastrointestinal toxicity.[A203156,L13769]","Ripretinib is indicated to treat adults diagnosed with advanced gastrointestinal stromal tumor (GIST) who have had prior therapy with at least 3 kinase inhibitors, including with [imatinib].[L13769]"
DB14841,,
DB14842,,
DB14843,,
DB14844,There is limited information regarding the acute toxicity and overdose of dordaviprone.,Dordaviprone is indicated for the treatment of adult and pediatric patients 1 year of age and older with diffuse midline glioma harboring an H3 K27M mutation with progressive disease following prior therapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).[L53833]
DB14845,"Toxicity information regarding filgotinib is not readily available; however, it has been administered in clinical trials at doses of up to 450 mg daily.[L16616] Associated adverse effects were similar to those observed at lower doses.[L16616] In the event of overdose, the patient should be closely monitored and supportive measures should be initiated as required.[L16616]","Filgotinib is indicated for the treatment of active moderate to severe rheumatoid arthritis alone or in combination with methotrexate.[L16616] Filgotinib is currently reserved for patients who are unable to tolerate or who have not responded adequately to one or more disease-modifying anti-rheumatic drugs (DMARDS).[L16616]

Filgotinib is also indicated for treatment of moderately to severely active ulcerative colitis in adult patients who had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic agent.[L39209]"
DB14846,,
DB14847,,
DB14848,,
DB14849,,
DB14850,,
DB14851,No data is available regarding overdosage with relatlimab. ,"Relatlimab is indicated in combination with [nivolumab], in the combination product Opdualag, for the treatment of adult and pediatric patients ≥12 years old with unresectable or metastatic melanoma.[L41265] In Canada and the EU, it is specifically indicated as a first-line treatment,[L50001,L50011] and the EU adds an additional requirement that tumor cell PD-L1 expression be < 1%.[L50011]"
DB14852,,
DB14853,,
DB14854,,
DB14855,,
DB14856,,
DB14857,,
DB14858,,
DB14859,,
DB14860,,Ensartinib is indicated for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive locally advanced non-small cell lung cancer (NSCLC) or adult patients with metastatic NSCLC who have also previously not received an ALK-inhibitor.[L52240]
DB14862,,
DB14864,Data regarding the toxicity of brolucizumab is not readily available.[L9089],"Brolucizumab is a monoclonal antibody indicated to treat neovascular age related macular degeneration.[A187208,L9089]"
DB14865,,
DB14866,,
DB14867,,
DB14868,,
DB14869,,
DB14870,,
DB14871,,
DB14872,,
DB14873,,
DB14874,,
DB14875,,
DB14876,,
DB14877,,
DB14878,,
DB14879,Information on cefiderocol toxicity is not yet available. In case of overdose supportive care is recommended.[FDA Label] Hemodialysis has proven effective in removing cefiderocol with a 3-4 hour session removing 60% of circulating drug.,Cefiderocol is indicated for the treatment of complicated urinary tract infections with or without pyelonephritis.[FDA Label]
DB14880,,
DB14881,"Symptoms of oliceridine overdose are variable but can include respiratory depression, airway obstruction, pulmonary edema, bradycardia, hypotension, muscle flaccidity, cold skin, and somnolence progressing to either stupor or coma. Miosis is commonly observed but in cases of severe hypoxia, mydriasis may be observed instead. Oliceridine overdose may be fatal. In case of overdose, the establishment of a protected airway followed by the institution of assisted or controlled ventilation is a high priority; in case of cardiac arrhythmias or arrest, additional supportive measures may be immediately required. Supportive treatment, including oxygen, vasopressors, and the administration of an opioid antagonist such as [naloxone] may be applied but should be tailored to the individual patient's condition.[L15516]",Oliceridine is indicated for the management of acute pain in adults severe enough to require intravenous opioid analgesics and for whom no acceptable alternative treatments exist.[L15516]
DB14882,,
DB14883,,
DB14884,,
DB14885,,
DB14886,,
DB14887,,
DB14888,,
DB14889,,
DB14890,,
DB14891,,
DB14892,,
DB14894,,
DB14895,"There is limited clinical information on overdose from vibegron. In the case of a suspected drug overdose, supportive and symptomatic treatment should be initiated.[L28305]","Vibegron is indicated for the treatment of overactive bladder (OAB) with symptoms of urge urinary incontinence, urgency, and urinary frequency in adults.[L28305] It is additionally indicated for the treatment of adult male patients with OAB who are undergoing pharmacologic treatment for benign prostatic hyperplasia (BPH).[L52305]"
DB14896,,
DB14897,,
DB14898,,
DB14899,,
DB14900,,
DB14901,"There is no information on the LD<sub>50</sub> value of inclisiran. There were no clinically relevant adverse reactions in healthy volunteers who received inclisiran at doses up to three times the therapeutic dose. If an overdose is suspected, symptomatic and supportive treatments should be initiated.[L30468]","In Europe, inclisiran is indicated for the treatment of primary hypercholesterolemia (heterozygous familial and non-familial) or mixed dyslipidemia in adults, as an adjunct to diet. It can be used in combination with a statin or statin with other lipid-lowering therapies in patients who cannot reach LDL-C goals with the maximum tolerated dose of a statin. In patients who cannot tolerate statins or in whom a statin is contraindicated, inclisiran can be used as monotherapy or in combination with other lipid-lowering therapies.[L30468]

In the US, inclisiran is indicated as an adjunct to diet and exercise to reduce low-density lipoprotein cholesterol (LDL-C) in adults with hypercholesterolemia, including heterozygous familial hypercholesterolemia (HeFH).[L47251]"
DB14902,,
DB14903,,
DB14904,,
DB14905,,
DB14906,,
DB14907,,
DB14908,,
DB14909,,"Imetelstat is indicated for the treatment of adult patients with low- to intermediate-1 risk myelodysplastic syndromes (MDS) with transfusion-dependent anemia requiring four or more red blood cell units over eight weeks who have not responded to, are no longer responsive to, or are ineligible for erythropoiesis-stimulating agents (ESA).[L50883]"
DB14910,,"Mirikizumab is indicated for the treatment of adult patients with moderate-to-severely active ulcerative colitis.[L48646,L48656,L48661] 

It is also indicated for the treatment of adult patients with moderately to severely active Crohn’s disease in adults. [L52360]"
DB14911,,
DB14912,,
DB14913,,
DB14914,Toxicity information regarding Flortaucipir F-18 is not readily available. Patients experiencing an overdose are at an increased risk of severe adverse effects such as headaches and increased blood pressure. Symptomatic and supportive measures are recommended.,Flortaucipir F-18 is a radioactive agent indicated for positron emission tomography (PET) imaging of aggregated tau neurofibrillary tangles (NFTs) in adult patients under evaluation for Alzheimer's disease. Flortaucipir F-18 is not indicated for use in patients under evaluation for chronic traumatic encephalopathy.[L14114]
DB14915,,
DB14916,,
DB14917,,
DB14918,,
DB14919,"There are limited data on rozanolixizumab-noli use in pregnant women to inform a drug-associated risk of major birth defects, miscarriage, or adverse maternal or fetal outcomes. Following the administration of rozanolixizumab-noli to pregnant monkeys at doses greater than those used clinically, increases in embryonic death, reduced body weight, and impaired immune function were observed in the absence of maternal toxicity.[L47117]  

Subcutaneous administration of rozanolixizumab-noli (0 or 150 mg/kg) every 3 days for 26 weeks to sexually mature cynomolgus monkeys resulted in no adverse effects on sperm parameters (count, motility, or morphology) or estrus cyclicity. The dose tested in monkeys is 30 times the maximum recommended human dose of approximately 10 mg/kg, on a mg/kg/week basis.[L47117]","Rozanolixizumab-noli is indicated for the treatment of generalized myasthenia gravis (gMG) in adult patients who are anti-acetylcholine receptor (AChR) or anti-muscle-specific tyrosine kinase (MuSK) antibody positive.[L47117, L50973, L52630] "
DB14920,,
