food_interaction_id,food_interaction
F318,Take after a meal. This slows mecamylamine absorption allowing for a gradual reduction in blood pressure. Take consistently at the same time in regard to meals.
F319,"Take with or without food. Food decreases drug absorption, but not to a clinically significant extent."
F320,Avoid excessive or chronic alcohol consumption. Alcohol may increase the CNS depressant effects of metaxalone.
F321,"Take with or without food. The absorption of metaxalone is increased when taken with food, which may increase CNS depression, especially in the elderly."
F322,"Avoid alcohol. Verapamil significantly inhibits the elimination of alcohol, leading to elevated blood alcohol levels."
F323,Avoid grapefruit products. Co-administration with grapefruit may significantly increase serum concentrations.
F324,Avoid alcohol. Ingestion of alcohol may increase the CNS depressant effects of trimethobenzamide causing drowsiness.
F325,Take separate from meals. Take before breakfast.
F326,Avoid excessive or chronic alcohol consumption. Ingesting alcohol in excess may increase the risk of bone thinning associated with taking nafarelin.
F327,"Avoid excessive or chronic alcohol consumption. Alcohol increased the risk of GI bleeding, ulcer, and perforation when taken with sumatriptan."
F328,Take on an empty stomach. Take pirenzepine at least 30 minutes before meals.
F329,"Take with or without food. The capsule and tablet may be administered without regard to food. However, the time to maximal absorption is increased approximately 0.8 hours when administered with food while taking with food reduces the absorption following administration of the capsule by approximately 15% based on AUC and 25% based on Cmax."
F330,Take before a meal. Take 30 minutes before a meal.
F331,Take on an empty stomach. Food decreases the rate of absorption.
F332,Take with food. Food delays the rate of absorption but not the extent.
F333,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of tamoxifen."
F334,"Take with or without food. Food delays absorption, but does not affect the extent of absorption."
F335,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant actions of thioridazine.
F336,Avoid foods rich in vitamin K. Vitamin K in foods such as leafy vegetables can reduce warfarin efficacy.
F337,"Avoid grapefruit products. They may interfere with warfarin metabolism and increase INR, increasing the risk of bleeding."
F338,Avoid St. John's Wort. This drug may reduce warfarin efficacy.
F339,Avoid alcohol. Midazolam may make your sleepiness or dizziness worse.
F340,Avoid grapefruit products. Bioavailability of midazolam can increase.
F341,Take separate from antacids. Take at least 2 hours before or after antacids.
F342,Take with or without food. Taking trovafloxacin with food may reduce the risk of dizziness.
F343,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking pentosan polysulfate with anticoagulant herbs may increase bleeding risk, which is an adverse effect of pentosan polysulfate."
F344,Limit salt intake. Excessive intake of salt can result in hypertension and edema.
F345,"Avoid multivalent ions. Take multivalent ions such as calcium, iron, or magnesium at least 2 hours after taking this medication."
F346,Take separate from meals. Take 1 hour before meals.
F347,Avoid excessive or chronic alcohol consumption. Alcohol increases the risk of orthostatic hypotension.
F348,"Avoid natural licorice. Avoid licorice in large amounts, as it may lead to hypokalemia."
F349,Increase consumption of potassium-rich foods. This medication may cause potassium depletion. Foods containing potassium include bananas and orange juice.
F350,"Take with or without food. Maintain the same schedule with regard to meals, as concentrations increase in the fasted state and decrease in the fed state."
F351,Take with food. Food decreases irritation and increases bioavailability.
F352,Avoid grapefruit products. Grapefruit juice may increase the serum levels of eplerenone by 25% by inhibiting CYP3A4.
F353,Avoid alcohol. Drug impairs alcohol metabolism.
F354,Avoid fatty foods.
F355,Take after a meal. Take 30 minutes after the same meal each day to reduce plasma level variations.
F356,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of sufentanil.
F357,"Avoid grapefruit products. Sufentanil is a CYP3A4 substrate; therefore, concomitant ingestion of CYP3A4 inhibitors like grapefruit products may increase serum levels of sufentanil and potentiate CNS depression."
F358,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
F359,Take with a full glass of water. Do not take this medication with other liquids.
F360,Take after a meal.
F361,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.
F362,Take on an empty stomach. Co-administration with food may decrease absorption.
F363,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.
F364,Avoid alcohol. Alcohol can increase the risk of hypotension.
F365,Take with food. Take up to 30 minutes before meals.
F366,Take with or without food. Food does not affect the rate or extent of absorption.
F367,"Exercise caution with grapefruit products. Zileuton is partially metabolized through CYP3A4. Therefore grapefruit, a CYP3A4 inhibitor, may reduce the metabolism of zileuton."
F368,Exercise caution with St. John's Wort. Zileuton is partially metabolized through CYP3A4. Therefore St. John's Wort may increase the metabolism of zileuton.
F369,"Take with food. The AUC and Cmin of zileuton extended-release tablets are increased by food, and therefore should be taken with meals."
F370,Take with or without food. ZYFLO (zileuton) regular release tablets can be taken with or without food.
F371,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.
F372,Avoid alcohol. Ingesting alcohol may increase drowsiness caused by carbinoxamine.
F373,"Take separate from meals. This is only required when prilocaine is used in the mouth, as it may cause numbness, which can cause bite injury when eating."
F374,Avoid alcohol. Ingesting alcohol may increase the CNS depressant effects of tranylcypromine.
F375,Avoid St. John's Wort. Administering tranylcypromine with St. John's Wort may increase the risk of serotonin syndrome.
F376,"Avoid tyramine-containing foods and supplements. Tyramine-containing foods and beverages can cause a sudden elevation in blood pressure or a hypertensive crisis. Foods that contain tyramine include aged cheese, ripe bananas, red wine, some alcoholic beverages (beer), cured food, pickled food, and fava beans."
F377,Take after a meal. This may reduce gastrointestinal upset.
F378,"Take with food. Effect of food on tretinoin absorption is unclear, but food increases the bioavailability of retinoids drug class."
F379,Take with food. This reduces gastrointestinal irritation.
F380,Avoid alcohol. Ingesting alcohol may increase the sedative and CNS depressant effects of metyrosine.
F381,Take with food. Take at the beginning of a meal to reduce gastric irritation.
F382,Avoid alcohol. Ingesting alcohol may increase the CNS depressant effects of the combination product Chlordiazepoxide HCl and Clidinium Bromide.
F383,Take before a meal.
F384,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of etoposide."
F385,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of etoposide."
F386,Increase consumption of potassium-rich foods. This medication may cause a loss of potassium.
F387,Avoid alcohol. Oxcarbazepine has CNS depressant properties that may be potentiated by co-administration with alcohol.
F388,Take with or without food. Co-administration with food does not significantly affect absorption.
