parent_drugbank_id,salt_drugbank_id,salt_name
DB08890,DBSALT000108,Linaclotide acetate
DB08894,DBSALT000136,Peginesatide acetate
DB08895,DBSALT000180,Tofacitinib citrate
DB08896,DBSALT001750,Regorafenib monohydrate
DB08897,DBSALT000003,Aclidinium bromide
DB08901,DBSALT000142,Ponatinib hydrochloride
DB08903,DBSALT000016,Bedaquiline fumarate
DB08907,DBSALT001783,Canagliflozin hydrate
DB08911,DBSALT001947,Trametinib dimethyl sulfoxide
DB08912,DBSALT000036,Dabrafenib mesylate
DB08916,DBSALT000005,Afatinib dimaleate
DB08918,DBSALT000107,Levomilnacipran hydrochloride
DB08926,DBSALT000923,Acediasulfone sodium
DB08930,DBSALT000943,Dolutegravir sodium
DB08936,DBSALT001022,Chlorcyclizine hydrochloride
DB08941,DBSALT001553,Isoxsuprine hydrochloride
DB08943,DBSALT003000,Isoconazole nitrate
DB08944,DBSALT002446,Isoaminile citrate
DB08944,DBSALT002447,Isoaminile cyclamate
DB08945,DBSALT002658,Iotroxate meglumine
DB08948,DBSALT001393,Iodamide meglumine
DB08950,DBSALT001077,Indoramin hydrochloride
DB08954,DBSALT001078,Ifenprodil tartrate
DB08956,DBSALT001079,Hydroxydione sodium
DB08957,DBSALT001080,Hexoprenaline sulfate
DB08960,DBSALT001082,Hexamethonium Bromide
DB08966,DBSALT002919,Fursultiamine hydrochloride
DB08967,DBSALT002448,Fonazine mesylate
DB08968,DBSALT002831,Fominoben hydrochloride
DB08978,DBSALT001788,Fentonium bromide
DB08979,DBSALT002867,Fenspiride hydrochloride
DB08982,DBSALT002351,Etozolin hydrochloride
DB08985,DBSALT002970,Etilefrine hydrochloride
DB08986,DBSALT002449,Etifoxine hydrochloride
DB08987,DBSALT001431,Etidocaine hydrochloride
DB08988,DBSALT001084,Ethoheptazine citrate
DB08988,DBSALT002450,Ethoheptazine hydrochloride
DB08990,DBSALT001085,Eprazinone Hydrochloride
DB08991,DBSALT002294,Epirizole hydrochloride
DB08992,DBSALT001099,Eperisone hydrochloride
DB08993,DBSALT001086,Enviomycin sulfate
DB08996,DBSALT001096,Dimetacrine bitartrate
DB08996,DBSALT001095,Dimetacrine tartrate
DB08997,DBSALT002920,Dexetimide hydrochloride
DB08998,DBSALT001823,Demexiptiline hydrochloride
DB08999,DBSALT002451,Cyclopentamine hydrochloride
DB09002,DBSALT001087,Cloperastine hydrochloride
DB09003,DBSALT002792,Clocapramine hydrochloride
DB09004,DBSALT002452,Clobutinol hydrochloride
DB09007,DBSALT002453,Chlorphenoxamine hydrochloride
DB09008,DBSALT003537,Cefaloridine hydrate
DB09009,DBSALT001089,Articaine hydrochloride
DB09013,DBSALT001100,Befunolol hydrochloride
DB09014,DBSALT001090,Captodiamine hydrochloride
DB09015,DBSALT001874,Potassium canrenoate
DB09016,DBSALT001091,Butriptyline hydrochloride
DB09019,DBSALT001092,Bromhexine hydrochloride
DB09021,DBSALT001093,Benzoctamine hydrochloride
DB09022,DBSALT001094,Benfluorex hydrochloride
DB09026,DBSALT001203,Aliskiren hemifumarate
DB09030,DBSALT001104,Vorapaxar sulfate
DB09039,DBSALT001106,Eliglustat tartrate
DB09047,DBSALT001107,finafloxacin hydrochloride
DB09049,DBSALT001245,Naloxegol oxalate
DB09050,DBSALT001488,Ceftolozane sulfate
DB09056,DBSALT002882,Amorolfine hydrochloride
DB09059,DBSALT002637,Atosiban acetate
DB09060,DBSALT001486,Avibactam sodium
DB09062,DBSALT001118,Cefminox sodium
DB09062,DBSALT001119,Cefminox sodium hydrate
DB09068,DBSALT003590,Vortioxetine hemihydrobromide
DB09068,DBSALT001117,Vortioxetine hydrobromide
DB09069,DBSALT001114,Trimetazidine dihydrochloride
DB09073,DBSALT001110,Palbociclib isethionate
DB09075,DBSALT001717,Edoxaban tosylate
DB09075,DBSALT001718,Edoxaban tosylate monohydrate
DB09076,DBSALT001113,Umeclidinium bromide
DB09078,DBSALT001109,Lenvatinib mesylate
DB09079,DBSALT001111,Nintedanib esylate
DB09080,DBSALT001112,Olodaterol hydrochloride
DB09082,DBSALT001121,Vilanterol trifenatate
DB09083,DBSALT001237,Ivabradine hydrochloride
DB09083,DBSALT002999,Ivabradine oxalate
DB09084,DBSALT001124,Benzydamine hydrochloride
DB09085,DBSALT001125,Tetracaine hydrochloride
DB09087,DBSALT001126,Potassium alum dodecahydrate
DB09088,DBSALT001127,Amylocaine hydrochloride
DB09089,DBSALT003562,Trimebutine 3-thiocarbamoylbenzenesulfonate
DB09089,DBSALT001129,Trimebutine maleate
DB09090,DBSALT001130,Pinaverium bromide
DB09091,DBSALT001131,Tixocortol pivalate
DB09092,DBSALT001141,Xanthinol nicotinate
DB09093,DBSALT001619,Chlortetracycline bisulfate
DB09093,DBSALT001647,Chlortetracycline calcium complex
DB09093,DBSALT001148,Chlortetracycline hydrochloride
DB09095,DBSALT001149,Difluocortolone valerate
DB09097,DBSALT001152,Quinagolide hydrochloride
DB09099,DBSALT001156,Somatostatin acetate
DB09102,DBSALT001166,Daclatasvir dihydrochloride
DB09110,DBSALT002380,Mesna
DB09112,DBSALT002656,Potassium nitrite
DB09112,DBSALT002657,Sodium nitrite
DB09116,DBSALT001860,Citrated calcium carbimide
DB09125,DBSALT002942,Potassium citrate monohydrate
DB09128,DBSALT003360,Brexpiprazole dihydrochloride
DB09129,DBSALT001828,Chromic chloride hexahydrate
DB09131,DBSALT001851,Cupric chloride dihydrate
DB09132,DBSALT001229,Gadoterate meglumine
DB09133,DBSALT001235,Iothalamate meglumine
DB09133,DBSALT001421,Iothalamate sodium
DB09133,DBSALT001236,Iothalamate sodium I-125
DB09133,DBSALT001932,Sodium Iothalamate
DB09136,DBSALT002720,Isosulfan blue
DB09138,DBSALT001857,Technetium Tc-99m medronate disodium
DB09143,DBSALT001253,Sonidegib phosphate
DB09154,DBSALT002410,Sodium citrate dihydrate
DB09158,DBSALT002750,Trypan blue
DB09167,DBSALT001822,Dosulepin hydrochloride
DB09181,DBSALT001793,Trefentanil hydrochloride
DB09183,DBSALT001487,Dasabuvir sodium
DB09183,DBSALT002711,Dasabuvir sodium monohydrate
DB09184,DBSALT001261,Edivoxetine hydrochloride
DB09185,DBSALT001262,Viloxazine hydrochloride
DB09194,DBSALT002572,Etoperidone hydrochloride
DB09196,DBSALT002369,Lubazodone hydrochloride
DB09197,DBSALT001263,Mepiprazole dihydrochloride
DB09198,DBSALT002555,lobeglitazone sulfate
DB09200,DBSALT003583,Rivoglitazone Hydrochloride
DB09203,DBSALT003093,Synephrine tartrate
DB09205,DBSALT003475,Moxisylyte hydrochloride
DB09206,DBSALT001792,Trimazosin hydrochloride
DB09212,DBSALT001264,Loxoprofen sodium
DB09214,DBSALT002989,Dexketoprofen trometamol
DB09218,DBSALT002699,Clonixin lysine
DB09224,DBSALT003110,Melperone hydrochloride
DB09226,DBSALT002782,Brilaroxazine hydrochloride
DB09227,DBSALT003073,Barnidipine hydrochloride
DB09231,DBSALT001267,Benidipine hydrochloride
DB09235,DBSALT001268,Efonidipine hydrochloride
DB09237,DBSALT002952,Levamlodipine maleate
DB09238,DBSALT002895,Manidipine dihydrochloride
DB09239,DBSALT001859,Niguldipine hydrochloride
DB09241,DBSALT001852,Methylene blue trihydrate
DB09242,DBSALT002876,Moxonidine hydrochloride
DB09244,DBSALT002870,Pirlindole hydrochloride
DB09244,DBSALT002871,Pirlindole lactate
DB09250,DBSALT001273,Pheniprazine hydrochloride
DB09255,DBSALT002684,Dextran 40
DB09255,DBSALT002683,Dextran 70
DB09255,DBSALT002685,Dextran 75
DB09255,DBSALT003356,Dextran sulfate
DB09255,DBSALT003357,Dextran sulfate sodium
DB09255,DBSALT003464,Dextran sulfate sodium (MW 5000)
DB09255,DBSALT003466,Dextran sulfate sodium (MW 520000)
DB09255,DBSALT003465,Dextran sulfate sodium (MW 54000)
DB09255,DBSALT003467,Dextran sulfate sodium (MW 9500)
DB09258,DBSALT001275,Bemiparin sodium
DB09263,DBSALT001352,Patiromer sorbitex calcium
DB09268,DBSALT001830,Sodium picosulfate monohydrate
DB09268,DBSALT001831,Sodium picosulphate anhydrous
DB09269,DBSALT001277,Sodium phenylacetate
DB09270,DBSALT001598,"Coenzyme q10, (2z)-"
DB09271,DBSALT001931,Cimetropium bromide
DB09274,DBSALT001279,Artesunate sodium
DB09275,DBSALT001280,Bismuth subcitrate potassium monohydrate
DB09279,DBSALT003078,Fimasartan potassium anhydrous
DB09279,DBSALT001281,Fimasartan potassium trihydrate
DB09281,DBSALT001821,Magnesium trisilicate hydrate
DB09284,DBSALT001282,Imolamine hydrochloride
DB09286,DBSALT001283,Pipamperone hydrochloride
DB09287,DBSALT001656,Polyoxyethylene 23 lauryl ether
DB09288,DBSALT001284,Propacetamol hydrochloride
DB09289,DBSALT001784,Tianeptine sodium
DB09290,DBSALT001285,Ramosetron hydrochloride
DB09291,DBSALT002389,Rolapitant hydrochloride
DB09291,DBSALT001286,Rolapitant hydrochloride monohydrate
DB09293,DBSALT002460,Sodium iodide I-131
DB09296,DBSALT002724,Ombitasvir heminonahydrate
DB09297,DBSALT002725,Paritaprevir dihydrate
DB09298,DBSALT001287,Silibinin dihemisuccinate disodium
DB09299,DBSALT002533,Tenofovir alafenamide fumarate
DB09300,DBSALT002585,Butylscopolamine bromide
DB09301,DBSALT002539,Chondroitin sulfate (bovine)
DB09301,DBSALT002538,Chondroitin sulfate (chicken)
DB09301,DBSALT002540,Chondroitin sulfate (porcine)
DB09301,DBSALT002541,Chondroitin sulfate (shark)
DB09301,DBSALT001591,Chondroitin sulfate sodium (bovine)
DB09301,DBSALT002542,Chondroitin sulfate sodium (chicken)
DB09301,DBSALT002543,Chondroitin sulfate sodium (porcine)
DB09301,DBSALT002544,Chondroitin sulfate sodium (shark)
DB09304,DBSALT001293,Setiptiline maleate
DB09305,DBSALT001787,Aptazapine maleate
DB09306,DBSALT001789,Metralindole hydrochloride
DB09309,DBSALT001604,Kitasamycin tartrate
DB09313,DBSALT001301,Ioxaglate meglumine
DB09313,DBSALT001300,Ioxaglate sodium
DB09314,DBSALT002467,Technetium Tc-99m sodium pertechnetate
DB09319,DBSALT001303,Carbenicillin indanyl sodium
DB09322,DBSALT001306,Zinc sulfate heptahydrate
DB09322,DBSALT001305,Zinc sulfate hexahydrate
DB09322,DBSALT001304,Zinc sulfate monohydrate
DB09324,DBSALT002843,Sulbactam benzathine
DB09324,DBSALT001310,Sulbactam sodium
DB09330,DBSALT001606,Osimertinib mesylate
DB09333,DBSALT001319,Ipodate calcium
DB09333,DBSALT001318,Ipodate sodium
DB09335,DBSALT001331,Alatrofloxacin mesylate
DB09338,DBSALT001336,Mersalyl sodium
DB09340,DBSALT001341,Tyropanoate sodium
DB09342,DBSALT001348,Propoxycaine hydrochloride
DB09343,DBSALT001349,Tipiracil hydrochloride
DB09345,DBSALT001353,Pramoxine hydrochloride
DB09346,DBSALT001368,Calcium metrizoate
DB09346,DBSALT001369,Meglumine metrizoate
DB09346,DBSALT001366,Metrizoate magnesium
DB09346,DBSALT001367,Metrizoate sodium
DB09347,DBSALT001380,Acetrizoate sodium
DB09351,DBSALT001395,Levobetaxolol hydrochloride
DB09352,DBSALT001968,Hydroxyamfetamine hydrobromide
DB09355,DBSALT002651,Sulfabenzamide sodium
DB09374,DBSALT001946,Indocyanine green
DB09376,DBSALT002416,Lapyrium chloride
DB09388,DBSALT003176,Rose bengal sodium I-131
DB09395,DBSALT001896,Sodium acetate trihydrate
DB09398,DBSALT002663,Sodium fluoride F-18
DB09407,DBSALT002502,Magnesium chloride hexahydrate
DB09407,DBSALT002503,Magnesium chloride hydrate
DB09415,DBSALT002335,Methylglucamine hydrochloride
DB09420,DBSALT002459,Sodium iodide I-123
DB09421,DBSALT003553,Protirelin acetate
DB09421,DBSALT003551,Protirelin tartrate
DB09421,DBSALT003552,Protirelin tartrate monohydrate
DB09425,DBSALT002473,Indium In-111 pentetate disodium
DB09449,DBSALT001970,"Sodium phosphate, monobasic, dihydrate"
DB09449,DBSALT001971,"Sodium phosphate, monobasic, monohydrate"
DB09456,DBSALT001721,Insulin suspension isophane beef
DB09456,DBSALT001722,Insulin suspension isophane purified beef
DB09456,DBSALT001728,Insulin suspension protamine zinc purified beef
DB09456,DBSALT001723,Insulin zinc suspension beef
DB09456,DBSALT001724,Insulin zinc suspension extended beef
DB09456,DBSALT001725,Insulin zinc suspension extended purified beef
DB09456,DBSALT001726,Insulin zinc suspension prompt beef
DB09456,DBSALT001727,Insulin zinc suspension purified beef
DB09472,DBSALT001892,Sodium sulfate decahydrate
DB09477,DBSALT002434,Enalaprilat dihydrate
DB09479,DBSALT002752,Rubidium chloride Rb-82
DB09480,DBSALT002537,Iofetamine hydrochloride I-123
DB09481,DBSALT003123,Magnesium carbonate basic
DB09499,DBSALT002504,Sodium thiosulfate
DB09499,DBSALT002505,Sodium thiosulfate pentahydrate
DB09532,DBSALT003151,Secretin human pentahydrochloride
DB09552,DBSALT002554,Thonzonium bromide
DB09561,DBSALT002686,Sodium glycerophosphate hydrate
DB09570,DBSALT001605,Ixazomib citrate
DB10276,DBSALT002547,Human Rotavirus A type G1P(8) strain RIX4414 live antigen
DB10276,DBSALT002548,Human Rotavirus A type G1P7(5) strain WI79 live antigen
DB10276,DBSALT002549,Human Rotavirus A type G2P7(5) strain SC2 live antigen
DB10276,DBSALT002550,Human Rotavirus A type G3P7(5) strain WI78 live antigen
DB10276,DBSALT002551,Human Rotavirus A type G4P7(5) strain BRB live antigen
DB10276,DBSALT002552,Human Rotavirus A type G6P1A(8) strain WI79 live antigen
DB10989,DBSALT001981,Hepatitis A virus strain CR 326F antigen (formaldehyde inactivated)
DB10989,DBSALT001980,Hepatitis A virus strain HM175 antigen (formaldehyde inactivated)
DB11056,DBSALT002506,Stannous chloride dihydrate
DB11059,DBSALT001493,Carboxymethylcellulose sodium
DB11068,DBSALT002579,Sodium selenate
DB11073,DBSALT002695,Cetylpyridinium bromide
DB11073,DBSALT001496,Cetylpyridinium chloride
DB11074,DBSALT001523,Dimethicone 100
DB11075,DBSALT001595,Hypromellose 2208 (100 mPa.S)
DB11075,DBSALT001551,Hypromellose 2208 (15000 mPa.S)
DB11075,DBSALT001539,Hypromellose 2906 (4000 mPa.S)
DB11075,DBSALT001540,Hypromellose 2906 (50 mPa.S)
DB11075,DBSALT001564,Hypromellose 2910 (15 mPa.S)
DB11075,DBSALT001563,Hypromellose 2910 (15000 mPa.S)
DB11075,DBSALT001522,Hypromellose 2910 (3 mPa.S)
DB11075,DBSALT001498,Hypromellose 2910 (4000 mPa.S)
DB11075,DBSALT003055,Hypromellose 2910 (50 mPa.S)
DB11081,DBSALT001526,Aluminium chloride hexahydrate
DB11089,DBSALT001505,Docusate calcium
DB11089,DBSALT002872,Docusate potassium
DB11089,DBSALT001500,Docusate sodium
DB11093,DBSALT003070,Calcium citrate malate
DB11093,DBSALT001949,Calcium citrate tetrahydrate
DB11105,DBSALT001577,Benzalkonium bromide
DB11105,DBSALT001509,Benzalkonium chloride
DB11117,DBSALT001529,Zinc undecylenate
DB11120,DBSALT001917,Turpentine oil
DB11123,DBSALT001517,Sodium hypochlorite
DB11124,DBSALT001518,Racepinephrine hydrochloride
DB11125,DBSALT001519,Benzethonium chloride
DB11126,DBSALT001520,Calcium gluconate monohydrate
DB11127,DBSALT001761,Sodium selenite
DB11127,DBSALT003017,Sodium selenite pentahydrate
DB11140,DBSALT001525,Chromium Cr-51 chloride
DB11140,DBSALT002477,Chromium Cr-51 edetate
DB11145,DBSALT002680,8-Hydroxyquinoline citrate
DB11145,DBSALT002677,8-Hydroxyquinoline hydrochloride
DB11145,DBSALT002679,8-Hydroxyquinoline salicylate
DB11145,DBSALT002678,8-Hydroxyquinoline sulfate
DB11145,DBSALT001527,Oxyquinoline sulfate
DB11148,DBSALT002681,Butamben picrate
DB11152,DBSALT001528,Trichloroacetic acid
DB11154,DBSALT001549,Zinc citrate trihydrate
DB11156,DBSALT002662,Pyrantel citrate
DB11156,DBSALT001530,Pyrantel pamoate
DB11156,DBSALT001617,Pyrantel tartrate
DB11160,DBSALT001531,Phenyltoloxamine citrate
DB11160,DBSALT002682,Phenyltoloxamine hydrochloride
DB11164,DBSALT001533,Bicisate dihydrochloride
DB11181,DBSALT001537,Homatropine hydrobromide
DB11182,DBSALT002436,Rose bengal potassium
DB11182,DBSALT001538,Rose bengal sodium
DB11185,DBSALT002279,Benzophenone-5
DB11186,DBSALT001543,Pentoxyverine citrate
DB11186,DBSALT002765,Pentoxyverine tannate
DB11192,DBSALT001545,Magnesium L-threonate
DB11202,DBSALT001550,N-alkyl ethylbenzyl dimethyl ammonium chloride (C12-C14)
DB11210,DBSALT001597,Ferrous bisglycinate hydrochloride
DB11228,DBSALT001903,Methylcellulose (100 MPa.s)
DB11228,DBSALT001902,Methylcellulose (15 MPa.s)
DB11228,DBSALT001901,Methylcellulose (1500 MPa.s)
DB11228,DBSALT001900,Methylcellulose (25 MPa.s)
DB11228,DBSALT001899,Methylcellulose (400 MPa.s)
DB11228,DBSALT001559,Methylcellulose (4000 MPa.s)
DB11235,DBSALT001562,Thonzylamine hydrochloride
DB11239,DBSALT002664,Aluminum sulfate hydrate
DB11239,DBSALT002778,Aluminum sulfate tetradecahydrate
DB11248,DBSALT002891,Zinc gluconate trihydrate
DB11256,DBSALT001276,Levomefolate calcium
DB11256,DBSALT001567,Levomefolate glucosamine
DB11256,DBSALT001534,Levomefolate magnesium
DB11273,DBSALT001569,Dihydroergocornine mesylate
DB11274,DBSALT002361,Dihydro-alpha-ergocryptine mesylate
DB11275,DBSALT001571,Epicriptine mesilate
DB11278,DBSALT001572,DL-Methylephedrine hydrochloride
DB11279,DBSALT002749,Brilliant green
DB11296,DBSALT002421,Prezatide monoacetate
DB11306,DBSALT001580,Sodium bentonite
DB11315,DBSALT001587,Methscopolamine nitrate
DB11318,DBSALT002728,"1,2-docosahexanoyl-sn-glycero-3-phosphoserine calcium"
DB11327,DBSALT002654,Bispyrithione magsulfex
DB11331,DBSALT001590,"1-palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)), sodium salt"
DB11348,DBSALT002430,"Calcium phosphate, dibasic"
DB11348,DBSALT002431,"Calcium phosphate, tribasic"
DB11352,DBSALT001594,Magnesium ascorbyl phosphate
DB11359,DBSALT001966,Guaiacol carbonate
DB11359,DBSALT001965,Guaiacol hydrochloride
DB11363,DBSALT001607,Alectinib hydrochloride
DB11365,DBSALT002507,Sennosides A and B
DB11374,DBSALT001817,Amprolium hydrochloride
DB11386,DBSALT003105,Chlorobutanol hemihydrate
DB11393,DBSALT002864,Danofloxacin mesylate
DB11427,DBSALT001715,Maropitant citrate
DB11428,DBSALT002859,Medetomidine hydrochloride
DB11430,DBSALT001710,Monensin sodium
DB11441,DBSALT003223,Oclacitinib maleate
DB11442,DBSALT002276,Oleandomycin hydrochloride
DB11442,DBSALT002277,Oleandomycin phosphate
DB11461,DBSALT001658,Sodium sulfachlorpyridazine monohydrate
DB11461,DBSALT002234,Sulfachlorpyridazine sodium
DB11464,DBSALT002218,Sulfaquinoxaline sodium
DB11468,DBSALT001660,Tiamulin hydrogen fumarate
DB11471,DBSALT001661,Tilmicosin phosphate
DB11475,DBSALT001662,Tylosin phosphate
DB11475,DBSALT001663,Tylosin tartrate
DB11477,DBSALT001664,Xylazine hydrochloride
DB11479,DBSALT001665,Zilpaterol hydrochloride
DB11481,DBSALT001642,Atipamezole hydrochloride
DB11485,DBSALT001643,Ceftiofur hydrochloride
DB11485,DBSALT001644,Ceftiofur sodium
DB11490,DBSALT001652,Nalorphine hydrochloride
DB11491,DBSALT001657,Sarafloxacin hydrochloride
DB11496,DBSALT002839,Sodium 2-mercaptobenzothiazole
DB11499,DBSALT002943,Amphomycin calcium
DB11501,DBSALT001667,Bunamidine hydrochloride
DB11502,DBSALT001668,Butacaine sulfate
DB11504,DBSALT001670,Caramiphen edisylate
DB11504,DBSALT002875,Caramiphen hydrochloride
DB11505,DBSALT001671,Cefovecin sodium
DB11507,DBSALT001672,Cloprostenol sodium
DB11510,DBSALT001674,Deslorelin acetate
DB11511,DBSALT001675,Difloxacin hydrochloride
DB11512,DBSALT001676,Dihydrostreptomycin sulfate
DB11513,DBSALT001677,Diperodon hydrochloride
DB11516,DBSALT001680,Dithiazanine iodide
DB11517,DBSALT001681,Etymemazine hydrochloride
DB11518,DBSALT001682,Flunixin meglumine
DB11519,DBSALT001683,Fluprostenol sodium
DB11521,DBSALT001684,Imidocarb dipropionate
DB11525,DBSALT001688,Maduramicin ammonium
DB11526,DBSALT001689,Masitinib mesylate
DB11528,DBSALT001691,Melarsomine dihydrochloride
DB11530,DBSALT001693,Metoserpate hydrochloride
DB11537,DBSALT001696,Pirlimycin hydrochloride
DB11540,DBSALT001697,Propiopromazine hydrochloride
DB11541,DBSALT001698,Ractopamine hydrochloride
DB11542,DBSALT001699,Robenidine hydrochloride
DB11543,DBSALT001700,Romifidine hydrochloride
DB11544,DBSALT001701,Salinomycin sodium
DB11545,DBSALT001702,Semduramicin sodium
DB11547,DBSALT001703,Sulfabromomethazine sodium
DB11549,DBSALT001704,Tiletamine hydrochloride
DB11552,DBSALT002874,Tricaine methanesulfonate
DB11554,DBSALT001708,Tylvalosin tartrate
DB11555,DBSALT001709,Zolazepam hydrochloride
DB11556,DBSALT001711,Detomidine hydrochloride
DB11561,DBSALT003071,Aminacrine hydrochloride
DB11575,DBSALT001751,Grazoprevir monohydrate
DB11577,DBSALT001752,Indigotindisulfonate sodium
DB11583,DBSALT001775,Cetalkonium bromide
DB11583,DBSALT001776,Cetalkonium chloride
DB11584,DBSALT001777,Pipradrol hydrochloride
DB11587,DBSALT001778,Etafedrine hydrochloride
DB11594,DBSALT001884,Domiphen bromide
DB11596,DBSALT001886,Levoleucovorin calcium
DB11596,DBSALT001887,Levoleucovorin calcium pentahydrate
DB11596,DBSALT001890,Levoleucovorin disodium
DB11602,DBSALT001904,Hydroxyethyl cellulose (100 MPa.s at 2%)
DB11602,DBSALT001905,Hydroxyethyl cellulose (140 MPa.s at 5%)
DB11602,DBSALT001906,Hydroxyethyl cellulose (1500 MPa.s at 1%)
DB11602,DBSALT001907,Hydroxyethyl cellulose (1800 MPa.s at 2%)
DB11602,DBSALT001908,Hydroxyethyl cellulose (2000 MPa.s at 1%)
DB11602,DBSALT001909,Hydroxyethyl cellulose (280 MPa.s at 2%)
DB11602,DBSALT001910,Hydroxyethyl cellulose (280 MPa.s at 5%)
DB11602,DBSALT001911,Hydroxyethyl cellulose (3000 MPa.s at 1%)
DB11602,DBSALT001912,Hydroxyethyl cellulose (40 MPa.s at 2%)
DB11602,DBSALT001913,Hydroxyethyl cellulose (4000 MPa.s at 1%)
DB11602,DBSALT001914,Hydroxyethyl cellulose (5000 MPa.s at 1%)
DB11602,DBSALT001915,Hydroxyethyl cellulose (5500 MPa.s at 2%)
DB11602,DBSALT001916,Hydroxyethyl cellulose (6500 MPa.s at 2%)
DB11609,DBSALT001919,Normethadone hydrochloride
DB11610,DBSALT001920,Oxilofrine hydrochloride
DB11611,DBSALT001921,Lifitegrast sodium
DB11614,DBSALT001922,Rupatadine fumarate
DB11614,DBSALT001923,Rupatadine trihydrochloride
DB11616,DBSALT001933,Pirarubicin hydrochloride
DB11617,DBSALT001935,Aclarubicin hydrochloride
DB11618,DBSALT001936,Zorubicin hydrochloride
DB11620,DBSALT001937,Neridronate sodium
DB11622,DBSALT001944,Dehydrocholate sodium
DB11627,DBSALT001979,Hepatitis B virus subtype ADW HBSAG surface protein antigen
DB11627,DBSALT001978,Hepatitis B virus subtype ADW2 HBSAG surface protein antigen
DB11628,DBSALT002625,Depreotide trifluoroacetate
DB11640,DBSALT002818,Amifampridine phosphate
DB11641,DBSALT002672,Vinflunine ditartrate
DB11642,DBSALT002888,Pitolisant hydrochloride
DB11644,DBSALT002673,Tafamidis meglumine
DB11648,DBSALT002037,Afuresertib Hydrochloride
DB11653,DBSALT002878,Bremelanotide acetate
DB11659,DBSALT002039,Indium Acetate
DB11659,DBSALT002038,Indium Chloride
DB11659,DBSALT002042,Indium Citrate
DB11659,DBSALT002040,Indium Nitrate
DB11659,DBSALT002041,Indium Sulfate
DB11666,DBSALT002043,Buparlisib hydrochloride
DB11673,DBSALT002046,Pyridoxamine hydrochloride
DB11673,DBSALT002045,Pyridoxamine phosphate
DB11675,DBSALT002047,Mosapride Citrate
DB11689,DBSALT002048,Selumetinib sulfate
DB11691,DBSALT002556,Naldemedine tosylate
DB11695,DBSALT002049,Carnosine Hydrochloride
DB11695,DBSALT002050,Carnosine Nitrate
DB11699,DBSALT002051,Tropisetron Hydrochloride
DB11699,DBSALT002052,Tropisetron Mesylate
DB11700,DBSALT003489,Setmelanotide acetate
DB11703,DBSALT003504,Acalabrutinib maleate monohydrate
DB11706,DBSALT002054,Raxatrigine Hydrochloride
DB11706,DBSALT002053,Raxatrigine Mesylate
DB11710,DBSALT002055,Trigonellamide Chloride
DB11711,DBSALT002508,Navarixin monohydrate
DB11723,DBSALT002056,Dutogliptin Tartrate
DB11724,DBSALT002057,Bombesin dihydrochloride
DB11726,DBSALT002058,Encenicline hydrochloride
DB11730,DBSALT002059,Ribociclib hydrochloride
DB11730,DBSALT002583,Ribociclib succinate
DB11732,DBSALT002893,Lasmiditan succinate
DB11737,DBSALT002060,Icotinib hydrochloride
DB11738,DBSALT002061,Rilmenidine Phosphate
DB11741,DBSALT003588,Famitinib malate
DB11744,DBSALT002062,Epetraborole Hydrochloride
DB11745,DBSALT002063,Otenabant hydrochloride
DB11751,DBSALT002064,Cabotegravir sodium
DB11753,DBSALT002065,Rifamycin sodium
DB11758,DBSALT002066,Cenicriviroc mesylate
DB11759,DBSALT002067,Pevonedistat Hydrochloride
DB11760,DBSALT002816,Talazoparib tosylate
DB11761,DBSALT002068,Tenapanor hydrochloride
DB11763,DBSALT003445,Momelotinib dihydrochloride
DB11763,DBSALT003485,Momelotinib dihydrochloride monohydrate
DB11774,DBSALT002069,Pazufloxacin Mesilate
DB11775,DBSALT002070,Pf 03758309 Hydrochloride
DB11779,DBSALT002071,Danoprevir sodium
DB11783,DBSALT002072,Imidapril hydrochloride
DB11785,DBSALT002073,Anisodamine Hydrochloride
DB11787,DBSALT002074,Ralimetinib Mesylate
DB11789,DBSALT002661,Sodium hyodeoxycholate
DB11790,DBSALT002075,Radafaxine Hydrochloride
DB11791,DBSALT002950,Capmatinib hydrochloride
DB11793,DBSALT002076,Niraparib hydrochloride
DB11793,DBSALT002589,Niraparib tosylate
DB11793,DBSALT002590,Niraparib tosylate monohydrate
DB11796,DBSALT002794,Fostemsavir tromethamine
DB11799,DBSALT002077,Bictegravir sodium
DB11800,DBSALT002078,Tivozanib hydrochloride
DB11807,DBSALT002079,Dexmecamylamine Hydrochloride
DB11808,DBSALT002080,Faldaprevir sodium
DB11809,DBSALT002081,Artefenomel Mesylate
DB11812,DBSALT002082,Talaporfin Sodium
DB11815,DBSALT002593,Tilarginine acetate
DB11815,DBSALT002084,Tilarginine citrate
DB11815,DBSALT002083,Tilarginine hydrochloride
DB11819,DBSALT002085,Asp 4058 Hydrochloride
DB11823,DBSALT002086,Esketamine hydrochloride
DB11824,DBSALT002509,Tofogliflozin hydrate
DB11827,DBSALT002616,Ertugliflozin pidolate
DB11828,DBSALT002087,Neratinib maleate
DB11829,DBSALT002089,Ruboxistaurin hydrochloride
DB11829,DBSALT002088,Ruboxistaurin mesylate
DB11830,DBSALT003299,Mocetinostat Dihydrobromide
DB11832,DBSALT003320,Crenolanib besylate
DB11836,DBSALT002091,Sapanisertib Diphosphate
DB11836,DBSALT002090,Sapanisertib Hydrochloride
DB11837,DBSALT002092,Osilodrostat phosphate
